,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
455,CC=CO,-3.189,-3.271,-2.929,-2.838,-3.129,-3.136,-3.045,-3.193,-3.248,-3.237
456,CC(OC=O)C(O)OC(=O)OCC(O)=CCCOCS,-6.218,-6.9,-6.057,-6.151,,,-5.466,-5.224,-5.357,-5.503
457,CC(O)OC(O)OC(CO)OOCC(C)OC=O,-6.016,-6.465,-5.764,-6.098,-4.267,-5.932,-5.162,-5.614,-5.906,-5.126
458,C=C(OC)OC(=O)OOC,-4.891,-5.149,-4.537,-5.013,-4.723,-4.703,-4.479,-4.755,-4.578,-4.515
459,OC(O)=CC=CC=CS,-4.605,-5.304,-4.318,-4.433,-4.447,-4.564,-4.376,-4.311,-4.488,-4.486
460,O=C(O)CCCOCCO,-4.851,-5.308,-4.477,-4.841,-4.481,-4.779,-4.705,-4.781,-4.39,-4.084
461,CCC=C(C)COCC=O,-4.953,-5.361,-4.831,-5.142,-4.552,-4.866,-4.481,-4.6,-4.724,-4.778
462,CCOC(O)CCO,-4.406,-4.761,-4.169,-4.401,-4.066,-4.232,-3.932,-4.243,-4.057,-4.114
463,COC=CC=CC(OCCCCCOC=O)OC(=O)O,-6.094,-6.813,-6.186,-5.944,-4.087,-5.376,-5.859,-4.999,-5.717,-5.712
464,CC(=O)OC(=O)C(C)=CS,-5.081,-5.312,-5.029,-5.021,-4.811,-4.886,-4.543,-4.663,-4.913,-4.733
465,C[SH]=COC(C)=O,-3.939,-4.189,-3.927,-3.85,-3.963,-3.862,-3.81,-3.795,-3.799,-3.574
466,CCCCCCCOC(=O)OC,-5.348,-5.758,-5.199,-5.333,-4.866,-4.836,-5.203,-4.965,-5.235,-5.165
467,CC(C)CCCOC(=O)O,-5.507,-5.732,-4.989,-5.205,-5.064,-4.963,-5.072,-4.965,-5.157,-5.322
468,C=C(O)CC(C)CO,-4.961,-5.043,-4.37,-4.551,-4.69,-5.002,-4.216,-4.575,-4.534,-4.697
469,CCCCCCCCC(O)=S=O,-5.562,-6.004,-5.375,-5.34,-4.863,-4.71,-5.172,-5.127,-5.054,-5.37
470,COCOC=CCO,-3.973,-4.462,-4.05,-3.917,-3.477,-3.947,-3.862,-3.888,-3.873,-3.677
471,O=C1OCCCCCCCCCCCC=C(O)CCO1,-4.903,-4.704,-5.472,-4.576,-1.047,-3.252,-5.084,-3.01,-4.799,-4.79
472,C=CC=C(C)C(C)OCC(=O)C=CC,-5.975,-6.589,-6.118,-6.084,-4.991,-6.135,-5.469,-5.471,-5.822,-5.811
473,COC(=CC=S)C(C)=O,-4.717,-4.583,-4.566,-4.517,-4.26,-4.589,-4.306,-4.499,-4.358,-4.112
474,CCCOC(=N)OCC,-4.714,-4.624,-4.344,-4.416,-4.086,-4.246,-4.351,-4.417,-4.655,-4.569
475,CCOC=C=C(OC=O)OC(=O)C(=C=C[SH]=C=O)C=O,-6.216,-6.343,-6.01,-6.478,-4.022,,-5.732,-4.764,-5.595,-5.464
476,CCCCOC(=O)OOC(C)OC,-5.436,-5.843,-5.388,-5.347,-4.768,-5.334,-5.264,-5.296,-5.325,-4.992
477,CC=COC(=O)C(=O)COOCC,-5.743,-5.908,-5.303,-5.581,-4.518,-5.459,-4.863,-5.58,-5.19,-5.004
478,CCCCOC(=CC(=O)COC=CC=O)OCC(C)=O,-6.559,-6.73,-6.67,-5.984,-3.926,,-6.106,-5.525,-5.869,-5.322
479,CCSC(O)C(=O)O,-4.657,-4.974,-4.258,-4.329,-3.873,-4.383,-4.067,-4.426,-4.312,-4.251
480,CC=C[SH]=C(OC(OCCC)C(=O)C(=O)O)[SH]=C(C)C,-6.656,-5.994,-6.176,-4.948,-4.407,-5.296,-6.266,-4.561,-5.731,-6.149
481,C=CC=[SH]CCO,-4.181,-4.034,-3.781,-3.8,-3.476,-3.805,-3.567,-3.609,-3.849,-3.824
482,CCOC(=O)C1OOC(C)C(OCOCO)OCC1C,-5.181,-5.339,-5.126,-4.49,-2.283,-3.179,-4.887,-4.802,-4.917,-4.934
483,CCCC=CC(=O)OOCC,-5.355,-5.725,-5.133,-5.179,-4.831,-5.011,-4.681,-5.191,-5.058,-4.818
484,O=C=C1C=S(C=COC(=O)CC(=O)O)C=CC=CC=[SH]1,-5.254,-5.788,-5.111,-4.316,-0.739,-3.724,-5.085,-4.446,-5.033,-5.006
485,COOC(=O)C=C(C=C(O)OC(O)CO)C(O)OCO,-6.212,-6.608,-5.853,-6.109,-4.102,-5.329,-5.955,-5.535,-5.373,-5.194
486,CC(=C=O)C(O)=CC(C)=C(C)C,-6.172,-6.009,-5.963,-6.067,-5.181,-6.42,-5.622,-5.32,-5.8,-5.769
487,C=C(OC(=O)SC)C(O)(OC(CCC)=NC)C(O)(O)O,-6.6,-5.41,-6.013,-5.675,-3.919,-5.328,-6.077,-5.517,-6.13,-5.708
488,COC(C=C(C=O)OC(=O)C(=O)O)=C(OC)OC(C)=O,-6.404,-6.999,-6.7,-6.078,-4.283,-5.808,-5.958,-5.834,-6.174,-5.851
489,C#CC=C(O)OC,-4.321,-4.765,-3.938,-4.005,-4.25,-4.236,-3.947,-4.048,-4.365,-4.217
490,CCOC(O)CCOC(OCOCO)C(CO)OCC,-5.831,-6.396,-5.799,-5.665,-4.291,-5.495,-5.199,-5.297,-5.094,-5.435
491,CCSCCC(=O)O,-4.316,-4.662,-4.226,-4.231,-3.815,-4.251,-4.165,-4.136,-4.064,-3.988
492,C=[SH]C(C)=S(OC(=O)C(C)OC(=O)O)SC(=C)SOC,-6.306,-6.114,-6.404,-5.477,-3.476,-4.129,-6.202,-4.374,-5.992,-6.004
493,CSC=[SH]C=C(C)OC(C)=O,-4.815,-5.462,-4.784,-4.563,-3.843,-4.566,-4.422,-4.517,-4.491,-4.413
494,CCCN=C(C)S,-3.87,-4.077,-3.869,-3.842,-3.775,-4.018,-3.709,-3.697,-3.854,-3.659
495,CCCCCCC(CCCCC)OC(=O)OCC(=O)O,-7.039,-7.24,-6.403,-6.883,-4.276,-5.364,-6.189,-5.626,-6.089,-6.097
496,CCC(=O)OC(C)=O,-4.753,-5.022,-4.618,-4.611,-4.545,-4.779,-4.35,-4.392,-4.4,-4.347
497,C=C(O)CCC1C=CC(=O)C=CC=C(OC=O)OCO1,-5.249,-6.059,-5.623,-5.18,-2.979,-4.464,-5.433,-4.388,-4.99,-5.096
498,O=CC(=O)C=[SH]CCO,-4.489,-4.829,-4.119,-4.496,-3.975,-4.153,-4.447,-4.049,-4.085,-3.86
499,CC(=N)OCC(C)C,-4.804,-4.936,-4.566,-4.757,-4.407,-4.852,-4.35,-4.402,-4.85,-4.614
