,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
268,CC(=O)C=CC(=C=O)N1COC=[SH]C=CC(=O)OC1=O,-5.468,-5.718,-5.783,-5.162,-3.096,-4.155,-5.356,-4.13,-5.394,-5.23
269,O=C1C2=C=C3C(=[SH-]=[C+]C4=C(O2)C(=O)[C+]3O4)C(=O)C2=C=C12,,,,,,,,,,
270,C=C([S-]=CC)C1(C=O)OOC2=C=C=CC(=C2)OC(=O)O1,-7.595,-5.38,-7.959,-7.475,-3.473,-4.851,-7.54,-6.021,-8.121,-7.394
271,CC=C(C)C=[SH]C(=O)C=C(COC=O)C(OC)OCC,-6.191,-6.786,-6.235,-6.091,-3.72,-5.864,-5.906,-4.984,-5.845,-5.57
272,CCOSC=N,-4.006,-4.02,-3.494,-3.589,-3.256,-3.5,-3.259,-3.605,-3.679,-3.538
273,C=COC(OCCC)OC(CO)OC(O)=CC(O)=CC,-6.319,-6.66,-6.008,-6.029,-4.039,-6.266,-5.87,-5.693,-5.935,-5.793
274,CCOC(=O)C(C)=O,-4.541,-4.846,-4.556,-4.554,-4.293,-4.738,-4.443,-4.435,-4.384,-4.259
275,CCCOC(=O)C(=O)OC,-4.959,-5.137,-4.599,-4.998,-4.366,-4.624,-4.848,-4.717,-4.861,-4.726
276,CCCC(OC(CO)OCCOCOCO)C(C)(C)O,-6.327,-6.751,-5.751,-5.395,-3.376,-5.371,-5.807,-5.104,-5.654,-5.064
277,COC(=O)C(=O)CC(=O)O,-5.46,-5.568,-4.695,-5.107,-4.519,-5.167,-4.551,-5.152,-4.767,-4.726
278,CCCOC(=C=O)OC(=O)COC,-5.387,-5.497,-5.033,-5.279,-4.589,-5.118,-4.792,-5.261,-5.088,-4.84
279,COCN,-3.126,-3.074,-2.651,-2.937,-2.594,-2.891,-2.925,-3.101,-2.923,-2.995
280,COC=C1C=C(O)OC=C(C=O)OCC(OCO)OO1,-4.582,-5.282,-5.012,-5.004,-2.658,-3.159,-4.886,-3.805,-4.843,-4.351
281,CCOC(=O)OC,-3.991,-4.405,-3.762,-3.894,-3.815,-3.862,-3.753,-3.856,-3.951,-3.762
282,CCC=CSOC(=O)OCO,-5.054,-5.537,-4.664,-5.2,-4.272,-4.618,-4.608,-4.58,-4.89,-4.992
283,C=C(C)CCCC(=O)OC,-5.29,-5.876,-5.036,-5.164,-4.982,-5.273,-4.622,-4.853,-4.828,-5.081
284,O=C1O[SH]23=[SH+]4[C-]=[S+]56OC1=NC5=[SH+]1C2=S32=[S+]16[SH+]4=COC2=O,,,,,,,,,,
285,CC(O)C(=O)OC(OOO)OC(=O)OCCCC(=O)O,-7.118,-7.547,-6.36,-6.575,-4.045,-6.139,-5.681,-5.93,-5.708,-5.736
286,CC=CC=CC(OCCOCOC)=C(OC)OCCC,-5.971,-6.194,-6.056,-5.494,-3.277,-4.859,-5.678,-4.733,-5.595,-5.275
287,COCOC(C)=O,-4.134,-4.348,-4.106,-4.037,-4.162,-4.328,-3.856,-3.941,-3.801,-3.691
288,CCOCCC(=O)OC,-4.39,-4.8,-4.339,-4.668,-4.146,-4.536,-4.055,-4.276,-4.258,-4.086
289,CCOCC(S)=C(OC)C(=CCOC(=O)O)C(=O)OC,-6.046,-6.036,-5.778,-5.858,-4.045,-5.154,-5.676,-5.3,-5.731,-5.236
290,COCCC(=O)OC,-4.116,-4.518,-4.06,-4.192,-3.864,-4.301,-3.818,-4.127,-4.101,-3.851
291,C=CC=CC(=O)CCC,-4.93,-5.335,-5.134,-4.887,-5.006,-4.758,-4.618,-4.486,-4.691,-4.464
292,CCOC(C)=NCC(=CC=CO)OCOCCCOC,-5.888,-6.795,-5.93,-5.749,-3.409,-5.49,-5.563,-5.253,-5.594,-5.198
293,C1=C2OC3=C4OC5=C=C(O3)S367=C(OC3=C=C6C7=C5O2)C=14,,,,,,,,,,
294,CC(CO)OC(=O)OC(O)=CC(=O)C(C(=O)O)C(=O)O,-7.143,-7.615,-6.149,-6.456,-4.971,-6.369,-5.935,-6.128,-5.963,-5.96
295,CC(O)CC(=CCOC(=O)OCCO)N=C(O)CC=O,-6.076,-7.073,-5.945,-6.067,-4.231,,-5.737,-5.527,-5.713,-5.326
296,CC(CO)OC(C)OC(O)C(CCO)OC(CO)OO,-6.288,-7.32,-5.844,-5.895,-3.85,-5.257,-6.107,-5.349,-5.316,-5.049
297,CCC=NC=C(O)OC,-4.751,-4.752,-4.205,-4.367,-4.336,-4.357,-4.316,-4.64,-4.574,-4.273
298,O=C(O)CCSC(O)S,-4.702,-4.806,-4.334,-4.554,-4.024,-4.513,-4.533,-4.247,-4.177,-3.911
299,COC(N=C=O)=[SH]S,-3.887,-4.033,-3.677,-4.078,-3.686,-3.637,-3.62,-3.816,-3.779,-3.687
300,CCCOCN=CCCC(C=C(C)OC=O)OCCC,-6.216,-6.597,-6.013,-6.128,,-5.102,-5.766,-5.081,-5.516,-5.618
301,CCOC=NC(=O)C(=C=O)C=C[SH]=CC(=O)OCOC,-6.029,-6.748,-5.907,-6.033,-3.846,-5.071,-5.59,-5.287,-5.428,-5.357
302,COC(=O)C(=O)O,-4.313,-4.562,-3.902,-3.926,-3.898,-4.051,-4.052,-4.145,-4.067,-4.056
303,CC(=CC=CO)CCOOC(=O)CCCC(C)CC=O,-6.513,-7.235,-6.769,-6.12,,,-6.357,-5.113,-5.54,-5.774
304,CC(O)C(O)(C=O)OC(OC=O)=C1C(=O)C(=O)C1=S=O,-6.924,-6.81,-6.272,-6.535,-4.67,-6.214,-6.693,-4.692,-6.488,-6.286
305,COC1=C2CC(=O)OC=C(C(C)=O)C=CC=COS1=[SH]2,-4.489,-2.09,-5.921,-4.112,-1.278,-2.66,-5.138,-3.803,-4.259,-5.098
306,CCC(CCC(OCOC)C(C)C(=O)OCO)C(=O)O,-6.599,-7.16,-6.425,-6.087,-3.93,-5.248,-6.24,-5.313,-5.981,-5.988
307,CCC(S)CC=O,-4.008,-4.314,-4.022,-3.975,-4.013,-4.002,-3.678,-3.668,-3.732,-3.669
308,O=CCOCOC(=O)C(OCCO)OCCCCCO,-5.802,-6.873,-5.57,-5.924,-3.614,-5.042,-5.327,-5.277,-5.381,-4.691
309,COC(O)=C(OC)OC1C(CO)=C(C)COC(=O)C1O,-5.377,-5.132,-5.106,-4.786,-2.845,-5.196,-5.488,-4.421,-4.992,-4.636
310,CCCOC(C(=O)OC)C(CCSCOC=O)OC=O,-6.014,-5.985,-5.926,-5.909,,-5.028,-5.729,-4.978,-5.778,-5.365
311,CCC(C)COCC=CS,-4.573,-4.946,-4.573,-4.793,-4.336,-4.72,-4.014,-4.046,-4.542,-4.255
312,C=C(OC(=O)OC)SCC,-4.876,-5.304,-4.567,-4.867,-3.806,-4.461,-4.529,-4.563,-4.579,-4.466
313,CCCCC(C)OCOC(=O)OC(CCC)OCCO,-6.434,-6.779,-6.287,-6.164,-4.171,-5.637,-6.136,-4.897,-5.968,-5.722
314,CC(O)=COC(O)C(=O)OC(C)C(=O)OC(=S)SCO,-6.624,-7.219,-6.142,-6.227,-3.795,-5.301,-5.95,-5.034,-5.912,-5.617
315,O=COC(=O)O,-3.837,-4.123,-3.371,-3.841,-3.68,-3.761,-3.594,-3.674,-3.725,-3.639
316,CCCOC(=O)O,-4.317,-4.63,-4.043,-4.044,-4.018,-4.136,-4.007,-4.065,-4.215,-4.16
317,COCC1=C(O)C(=O)C=C(C)OC(=O)OC1=C1CC1=N,-5.877,-5.39,-5.723,-5.497,-4.112,-3.901,-5.416,-4.628,-5.243,-5.139
318,CCCC=NC(CO)=C(O)C(OO)OC(OC)C(C)=O,-6.871,-6.608,-6.185,-6.124,-3.72,-5.757,-5.884,-5.686,-6.114,-5.905
319,CC[SH](OCO)C(=C=O)OC,-5.177,-4.985,-4.795,-5.004,-4.202,-4.855,-4.609,-4.727,-4.814,-4.355
320,COC(=O)CC(O)OC,-4.637,-4.698,-4.213,-4.64,-4.169,-4.789,-3.98,-4.544,-4.463,-4.099
321,C=CCOCOC(=O)OC(OCC=CC)=C(C)CCC,-6.816,-6.737,-6.408,-6.308,-4.005,-5.605,-6.131,-5.635,-5.974,-6.051
322,C=C1SC(C)(C(=O)OCC(=O)OO)S1,-6.074,-5.975,-6.219,-6.15,-4.063,-5.078,-5.807,-5.847,-6.044,-5.877
323,CC(=CSC(=O)OC(=O)OC=O)C(O)COCCCO,-6.152,-7.284,-6.061,-5.62,-3.626,-5.034,-6.128,-5.527,-5.232,-5.698
324,CCCCCCCN(C)C(=O)C(C)C,-6.086,-6.42,-5.856,-5.724,-5.01,-5.543,-5.262,-5.467,-5.709,-5.886
325,CC(C(=O)O)=C([SH]=C[SH]=O)S(N)=CC(=C=O)OC(=O)O,-6.32,-6.859,-6.047,-5.662,-3.771,-4.443,-6.371,-4.497,-6.017,-5.681
326,C=C(OCO)OC(O)=COC(C)=CC=COCOCO,-6.132,-7.068,-6.011,-5.716,,,-5.6,-5.48,-5.284,-5.036
327,CCCC=NOC(O)(C=O)OC(F)C(C)CCOCO,-6.571,-6.995,-6.299,-6.519,,-5.258,-6.479,-5.777,-5.57,-5.983
328,CCSC=C(C)C(C)CCOC(=O)OC,-5.736,-6.326,-5.807,-5.533,-5.118,-5.202,-5.691,-5.095,-5.665,-5.76
329,C=C(O)C=C(C=C(O)OC(=O)C(=O)O)OC(C)C(=O)O,-6.906,-7.541,-6.716,-6.587,-5.162,-6.502,-6.375,-5.817,-6.357,-6.293
330,COCOCS,-3.266,-3.531,-3.172,-3.373,-3.076,-3.395,-3.041,-3.212,-3.253,-3.188
331,C=[SH]C(C)=CC=C(C)C=S,-4.849,-5.251,-4.587,-4.632,-4.446,-4.373,-4.501,-4.122,-4.381,-4.721
332,CNCCC=C(OC)OSC=C=O,-4.717,-5.303,-4.953,-4.774,-4.274,-4.348,-4.902,-4.471,-4.88,-4.597
333,COCC(C)=O,-3.874,-3.92,-3.85,-3.685,-3.466,-3.741,-3.468,-3.588,-3.523,-3.435
334,CSCOCO,-3.55,-3.597,-3.234,-3.57,-3.193,-3.572,-3.405,-3.263,-3.534,-3.345
335,CCCOCOC(O)OCC,-5.011,-4.914,-4.642,-4.548,-4.341,-4.56,-4.633,-4.963,-4.863,-4.762
336,CCC(OCO)OCCOC(O)OCCCOC(C)=O,-5.95,-7.13,-6.038,-5.406,-3.146,-5.695,-5.382,-5.059,-5.691,-5.299
337,O=C1C2=C3OC4=C5OC5=C=C2C42C(=C32)C2=C=[SH+]3OC2=C13,,,,,,,,,,
338,CCC(C)(OO)OC(=COC=O)OCC=C(O)N=C=O,-5.924,-7.236,-5.988,-6.338,-3.882,-5.639,-5.891,-5.039,-5.918,-6.182
339,CC=CC(COC(C)(OCC)C(C)=O)=C(CCC)OC,-6.661,-6.63,-6.861,-6.331,-3.426,-6.221,-6.088,-4.893,-6.16,-6.297
340,CSCOC(=O)SC,-4.02,-4.242,-3.776,-3.905,-3.402,-3.501,-3.733,-3.681,-3.815,-3.571
341,CNC(CCO)CC(=O)OC,-5.18,-5.178,-4.561,-5.069,-4.443,-4.667,-4.564,-4.65,-4.361,-4.266
342,CCCCOC(OCSC=O)OC(=CO)C(=O)OCS,-5.891,-6.22,-6.111,-5.737,-3.898,-4.917,-5.66,-4.874,-5.711,-5.521
343,COCSCCO,-3.879,-3.936,-3.585,-3.544,-3.268,-3.84,-3.67,-3.561,-3.77,-3.4
344,C=C(O)C=NC(=O)C(=C)OOC(=O)OC=CC(=O)OC,-6.641,-7.243,-6.553,-5.796,-4.295,-6.135,-6.155,-5.736,-5.926,-5.646
345,CC(=O)OCCSSSO,-4.46,-4.949,-4.548,-4.35,-3.521,-3.873,-4.927,-4.323,-4.449,-3.811
346,C=C(O)OC(=O)C(=O)N=CCC=S,-5.684,-5.943,-5.247,-5.3,-4.982,-5.251,-5.216,-5.381,-5.315,-5.312
347,CCOC(=CC=O)OC(COC)=C(OCC)OSCC,-5.705,-5.66,-5.822,-5.457,-3.094,-4.934,-5.654,-4.971,-5.513,-5.124
348,CCC(OC(C)=O)=C(OC(C=COC=O)=CO)C(=O)O,-6.382,-6.665,-6.225,-5.82,-3.959,-5.795,-6.299,-5.794,-5.996,-5.953
349,O=C(O)OC(=O)OCOCO,-4.831,-5.227,-4.593,-4.798,-4.941,-5.1,-4.834,-4.799,-4.761,-4.355
350,CCCOCCOC(OCC(C)COC)C(=O)OC=O,-5.988,-6.588,-5.994,-6.009,-3.854,-5.441,-5.905,-5.156,-5.478,-5.183
351,C=CC=CC=CCC(=O)SOC(C)OCC(=O)OC=C,-6.498,-7.36,-6.607,-6.209,,,-6.099,-5.408,-5.821,-5.864
352,CS(=N)CS,-2.996,-3.263,-2.861,-2.852,-2.625,-2.918,-2.883,-3.097,-3.142,-3.083
353,COC(=NC=COC=O)OC(C)CCCC=CC=O,-5.734,-6.85,-6.004,-5.89,-3.925,-5.39,-5.497,-4.788,-5.429,-5.431
354,CC(O)=CSC=O,-4.238,-4.29,-3.785,-3.889,-3.853,-4.089,-3.97,-4.007,-4.041,-4.011
355,COC(C)OC(C)OCCSCS,-4.781,-5.432,-4.863,-4.622,-3.32,-4.858,-4.656,-4.243,-4.645,-4.402
356,CCOCCSC=O,-4.078,-4.249,-4.055,-4.04,-3.464,-4.051,-3.748,-4.058,-3.88,-3.635
357,CCN(CC(O)C(C)C)C(=O)O,-5.889,-5.692,-5.172,-5.489,-4.895,-5.149,-5.313,-5.315,-5.801,-5.701
358,CCOCOC(=O)C(O)SC,-5.088,-4.96,-4.664,-5.022,-4.331,-4.767,-4.414,-5.163,-4.553,-4.546
359,CC=CC(S)=COCOC(C=O)C(=O)OC(CC)OO,-6.603,-6.452,-6.093,-6.077,-4.217,-6.035,-6.322,-5.313,-5.839,-5.857
360,C=[SH]C=CCOC=C(C=C(CC)OCCCC)C(=O)O,-6.307,-6.435,-6.116,-6.049,,,-5.927,-4.989,-5.876,-5.577
361,CC(=O)C(C(C)=O)=C(OOC(C)CO)OC(O)=CC=O,-6.36,-7.136,-6.436,-6.412,-4.496,-5.901,-6.424,-5.945,-6.021,-6.161
362,C=CC=[SH]C(=O)OC=C,-4.526,-4.815,-4.207,-4.526,-4.3,-4.313,-4.291,-4.212,-4.455,-4.201
363,CCOC(=CC(=O)C(OC(=O)OC(C)=O)=C(O)O)OC,-6.828,-6.972,-6.448,-6.34,-4.013,-6.259,-6.173,-5.673,-6.377,-5.858
364,C=C(N=C(OCC(=O)OCC(C)=O)S(C)=C=O)C(C)=O,-6.562,-7.189,-6.635,-6.06,-4.369,-5.543,-6.262,-4.859,-6.093,-5.835
365,CC(=O)OCC=CC=C(O)O,-5.524,-5.88,-4.933,-5.102,-5.176,-5.302,-5.234,-5.054,-5.189,-4.876
366,CCCC(=CCO)CC(=O)OC,-5.602,-5.423,-5.355,-5.668,-4.577,-5.329,-5.176,-4.95,-4.97,-4.907
367,O=COC(O)CC(=O)C=CO,-5.219,-5.403,-4.657,-5.015,-4.653,-4.947,-4.885,-4.784,-4.814,-4.841
368,CCOC(O)=CC=CCCC(C)(OC)C(O)(CC)OC,-6.42,-7.0,-6.619,-6.119,-2.985,-5.593,-5.866,-5.005,-6.345,-6.577
369,CCC(OC)OC(C)(CO)C(OCC=O)OC(=O)CO,-6.502,-5.73,-5.928,-5.39,-4.006,-5.198,-5.793,-5.478,-5.806,-5.284
370,CC=CC(=C[SH]=CC)C(=O)C=C(C(C)=O)C(=CC)OC,-7.214,-5.889,-6.725,-5.873,-3.709,-5.886,-6.167,-4.736,-6.168,-6.139
371,CCCC(=CC(C)=O)CCC,-5.552,-5.523,-5.726,-5.54,-5.227,-5.264,-4.865,-4.881,-5.063,-5.262
372,CCC=CC=CC(C)=O,-4.906,-5.759,-5.085,-4.786,-4.912,-4.959,-4.663,-4.531,-4.786,-4.841
373,CCNC=CC(=C=[SH]OCC)C(C)=O,-5.368,-5.871,-5.549,-5.332,-5.031,-5.461,-5.065,-5.192,-4.852,-5.227
374,CCOC(O)OC(C)C,-5.04,-4.955,-4.362,-4.744,-4.625,-4.782,-4.551,-4.606,-4.756,-4.77
375,COOC(O)=C=O,-4.138,-4.338,-3.774,-3.997,-3.724,-3.9,-3.838,-3.877,-3.723,-3.785
376,C=C(O)OC(C)OC(C)=O,-5.616,-5.48,-5.086,-5.231,-4.871,-5.365,-4.901,-5.166,-5.118,-5.034
377,CCCCOC(=CC=CCCCO)C(=O)OC(=O)CC,-6.692,-6.787,-6.704,-6.246,-3.933,-5.315,-6.469,-5.813,-5.955,-6.207
378,CCC(C)(C)C(C)=O,-5.376,-5.021,-4.957,-4.935,-5.279,-5.379,-4.315,-4.754,-4.623,-4.563
379,C=CS(=O)SOCC,-4.15,-4.434,-4.061,-4.151,-3.92,-4.25,-3.812,-4.23,-4.177,-3.88
380,C=CC(=CSC)CC(=O)C=O,-5.072,-5.152,-5.225,-5.189,-4.476,-4.977,-4.812,-4.662,-4.796,-4.681
381,CCOC(=O)C(C)O,-4.723,-4.751,-4.371,-4.598,-4.396,-4.728,-4.046,-4.788,-4.601,-4.421
382,CC(C)C(=O)OCC=CCO,-5.289,-5.554,-5.085,-5.228,-5.451,-4.898,-4.713,-4.735,-5.286,-5.059
383,COCN=CC(=O)CS,-4.349,-4.653,-3.974,-4.402,-3.66,-3.951,-3.814,-3.99,-4.016,-3.788
384,C=C(C)C(C)(C=C(N=C(O)OCS)OCOCC)OC,-6.319,-6.317,-6.108,-6.092,-3.514,-4.941,-5.872,-5.015,-5.771,-6.029
385,CCCCC(=O)OC(CCCC=CC(C)O)COC=O,-6.414,-6.964,-6.461,-6.818,-4.297,,-6.373,-5.247,-5.913,-5.76
386,C=CCOCCOC=C(O)OC(=O)OCCC(=C)C=S,-6.265,-6.465,-5.855,-6.132,,,-5.863,-5.038,-5.672,-5.858
387,C=[SH]OC(C)(C)COCO,-4.534,-4.973,-4.836,-4.709,-4.136,-4.407,-4.336,-4.33,-4.436,-4.414
388,COC(C)=O,-3.382,-3.703,-3.48,-3.237,-3.583,-3.639,-3.334,-3.41,-3.307,-3.166
389,CCCCCOC(OC(=O)OCOCCC)C(O)CO,-6.208,-6.547,-6.152,-6.006,-4.289,,-5.916,-5.602,-5.795,-5.366
390,OCOCOOCO,-4.485,-4.439,-3.781,-4.137,-3.717,-4.18,-4.177,-4.139,-3.994,-3.657
391,CCCC(C)OC(COCC(C)C)OC(=O)OC(=O)O,-6.588,-7.287,-6.741,-6.479,-4.692,-5.676,-6.332,-5.84,-6.093,-6.15
392,COCC1OC(=O)OC(=O)[SH](COCCCCC=O)S1,-6.512,-6.784,-6.488,-6.202,-3.534,-4.519,-6.44,-5.006,-6.21,-6.539
393,C=C(O)OC1=[SH]C(CO)=C2C(=O)OC(C)C(=O)OC12O,-5.619,-5.494,-6.104,-5.202,-0.982,-2.247,-5.656,-4.427,-5.238,-5.275
394,COCOOC(O)=COCCC(CCCC=O)C(O)O,-6.166,-6.78,-5.946,-5.875,-3.809,-5.331,-5.663,-5.092,-5.607,-5.258
395,COCCCCCOCC(C)(CO)CC(=O)OCCO,-5.929,-6.996,-5.804,-5.855,,,-5.675,-4.871,-5.386,-5.241
396,CCCCC(=O)OC(OC(CCO)OC=O)=C(O)C=O,-6.295,-7.08,-6.028,-6.222,-4.775,-6.184,-6.14,-5.629,-5.871,-5.306
397,O=CCCCCCCC(=O)OOC(O)=CC=CC(=O)O,-6.549,-7.586,-6.488,-6.551,,,-6.395,-5.599,-6.336,-5.929
398,C=C(O)CC(=O)OCC,-4.966,-5.027,-4.729,-4.801,-4.867,-4.937,-4.308,-4.711,-4.962,-4.777
399,C=S1C(=O)OC2=C(OC(=O)C(C)=C=O)OC(=O)CC21C,-7.794,-7.764,-7.798,-5.364,-2.86,-5.537,-7.637,-5.228,-7.202,-7.44
400,COC(=O)CO,-3.962,-4.097,-3.419,-3.625,-3.687,-3.809,-3.532,-3.711,-3.793,-3.705
401,O=O,-2.172,-2.129,-2.076,-2.035,-1.806,-2.22,-1.951,-1.819,-1.789,-1.777
402,CCOCCCCCOC(=O)OC,-5.148,-5.512,-5.169,-5.111,-4.303,-5.034,-4.826,-5.111,-4.946,-4.799
403,O=C1OC2=C3C4=S567C8=C=S39=C5C82C(=O)[CH+][SH+]9=S462OC1=C72,,,,,,,,,,
404,CCCCCOC(OC)C(=O)OCCOC(=O)OCO,-6.292,-6.542,-5.767,-5.679,,-5.25,-5.653,-5.54,-5.668,-5.189
405,COC1(S)CC=CC=CC2=CC(=C2)OC=C(C(=O)O)O1,-4.634,-4.443,-5.299,-3.156,1.015,-2.595,-5.299,-3.589,-4.941,-5.214
406,CCCCOC(C)OC(O)=C(OCC)C(=O)CC(O)O,-6.74,-6.876,-6.243,-6.596,-4.323,-5.698,-6.37,-5.264,-6.525,-6.005
407,CCCOC(C)=O,-4.213,-4.667,-4.285,-4.108,-4.253,-4.272,-4.062,-3.97,-4.121,-4.005
408,CCCC(=O)OCCOCC,-5.164,-5.411,-4.911,-4.983,-4.433,-4.615,-4.763,-5.062,-4.629,-4.533
409,CC(=O)C(=O)O,-4.076,-4.465,-3.854,-3.85,-3.876,-4.062,-3.76,-4.038,-3.965,-3.85
410,CCOCC(O)OCCCC(CC=O)CCOC(=O)O,-6.335,-7.035,-6.081,-6.06,-3.701,-5.389,-6.283,-4.684,-5.869,-5.794
411,O=C(O)OCCO,-4.12,-4.172,-3.718,-3.983,-3.938,-3.851,-3.867,-3.91,-3.907,-3.806
412,C=C(C)C(C=O)OC(C)=C(OCCC)OOC(=O)CS,-6.235,-7.137,-6.39,-6.006,-4.135,-5.182,-6.255,-5.069,-5.97,-5.693
413,COC(=O)C=CC=C(OC)OC,-4.98,-5.657,-4.885,-5.085,-4.644,-4.812,-4.782,-5.166,-4.759,-4.534
414,COCCCOCC(OCCOC)C(=O)OOCOC,-5.634,-6.371,-5.541,-5.572,-3.465,-4.88,-5.473,-4.999,-5.261,-4.896
415,CCCCCC(=O)O,-4.833,-5.257,-4.694,-4.549,-4.625,-4.814,-4.321,-4.453,-4.612,-4.499
416,CC(=O)CCC=[SH]OC(C)=O,-5.208,-5.736,-5.315,-5.054,-4.534,-4.862,-5.106,-4.902,-5.1,-4.85
417,CCOCOC(C)(OC)OC(OCC)C(C)CCOC,-5.93,-5.898,-6.172,-5.903,-3.697,-5.28,-5.791,-5.388,-5.679,-5.602
418,C=CC(=O)C(C=CC(C)=O)CC,-5.867,-6.057,-5.848,-5.919,-5.538,-5.855,-5.455,-5.423,-5.633,-5.553
419,CCC=C=NC(=CC(=O)O)OC=COOC(O)(O)OC,-6.441,-7.037,-5.695,-5.957,-4.005,-5.563,-5.693,-5.578,-5.674,-5.917
420,CC(=COC(=O)C(C)OC=O)OC(=O)OCCC(C)C,-6.81,-7.284,-6.623,-6.351,-3.923,-5.839,-6.582,-5.669,-6.277,-5.998
421,CSCSC(C)=O,-3.754,-4.099,-3.765,-3.662,-3.483,-3.842,-3.462,-3.637,-3.72,-3.532
422,CCO[SH]=C(C)OC(C)(O)CSC,-5.008,-5.514,-5.334,-4.687,-4.082,-4.351,-4.917,-4.535,-5.066,-5.053
423,COCOC(C=O)=CCC(=O)C(=O)OC(=O)C=C(O)O,-6.846,-7.762,-6.112,-6.376,-4.012,-6.0,-5.821,-6.285,-6.213,-5.25
424,CC(=O)OOC(=O)CS,-4.541,-4.951,-4.704,-4.499,-4.335,-4.404,-4.303,-4.51,-4.417,-4.082
425,C=C(O)CC(O)=CO,-5.039,-4.935,-4.591,-4.6,-4.505,-4.752,-4.113,-4.366,-4.412,-4.375
426,C=CC=CSC(=O)OOC=O,-5.186,-5.409,-4.865,-5.332,-4.41,-4.804,-4.806,-4.961,-4.945,-4.751
427,COC(C)(C)C,-3.861,-4.073,-3.808,-3.658,-4.002,-3.881,-3.384,-3.527,-3.484,-3.442
428,CCCCC(C)OCCC,-4.807,-5.272,-4.713,-4.699,-4.84,-5.06,-4.381,-4.333,-4.617,-4.498
429,COSNCCO,-4.01,-4.218,-3.637,-3.542,-3.436,-3.881,-3.538,-3.715,-3.822,-3.478
430,O=C(O)OC(=S)CCS,-4.631,-4.468,-4.239,-4.312,-3.847,-4.054,-4.248,-4.119,-4.366,-4.161
431,CCOC(C)COCC(O)O,-4.892,-5.697,-4.652,-4.998,-4.753,-4.926,-4.418,-4.982,-5.109,-4.594
432,COC(=O)OC,-3.459,-3.883,-3.325,-3.444,-3.35,-3.64,-3.415,-3.587,-3.628,-3.459
433,CC=C(C(=O)O)C(=O)OC(C=[SH]SS(=O)C=O)=CC=O,-6.563,-7.68,-6.378,-6.519,-4.396,-5.702,-6.093,-4.632,-5.992,-5.764
434,CCC(C)(C=C(C)O)OC(C(=O)OOC)=C(O)C(=O)O,-6.732,-6.601,-6.306,-6.156,-3.726,-4.991,-6.585,-5.71,-6.387,-5.877
435,CCCC(C=O)OC(OCC)OC(=O)COC(=O)C=O,-6.69,-7.356,-6.269,-6.227,-3.874,-5.947,-5.797,-5.487,-5.93,-5.603
436,C=CSSC(C)S(=C)C=O,-4.546,-4.957,-4.554,-4.57,-3.662,-3.899,-4.333,-4.379,-4.347,-4.272
437,CCOC(=O)OC,-4.009,-4.441,-3.783,-3.998,-3.814,-3.875,-3.696,-3.853,-3.964,-3.775
438,COC(O)OCOCCCO,-4.507,-5.063,-4.329,-4.571,-4.353,-4.588,-4.731,-4.439,-4.376,-4.158
439,CC(O)=COCS,-4.091,-4.055,-3.798,-3.772,-3.753,-3.786,-3.52,-3.858,-4.041,-3.861
440,NCOC(C(=O)O)=C(O)N=CCCCCNCC(O)O,-6.599,-7.327,-5.748,-6.091,-3.773,-5.568,-5.761,-5.374,-5.655,-5.479
441,COC=C(CCO)C(C)=CC=O,-5.726,-5.527,-5.52,-5.248,-4.739,-5.549,-4.984,-4.94,-5.119,-5.039
442,CNCSOC(=O)C(C)O,-4.678,-5.405,-4.525,-4.983,-4.535,-4.748,-4.605,-4.901,-4.533,-4.365
443,CCOCOCOCO,-4.512,-4.736,-3.89,-4.604,-3.688,-4.475,-4.206,-4.342,-4.294,-4.025
444,C#CC=[SH]SC(C)=O,-4.391,-4.631,-4.456,-4.247,-4.055,-4.409,-3.87,-4.211,-4.07,-4.33
445,C1=C2C3=C4OC45Oc4oc6c7c4[C+]4OC5=[S+](=C=C=6)S=724C=13,,,,,,,,,,
446,COC(C)OC(C)=O,-4.612,-4.856,-4.369,-4.392,-4.597,-4.541,-4.233,-4.357,-4.235,-4.133
447,COC1OC2=C3[SH](S(=C2)O1)C31OOC(=O)OCOC1=O,-5.214,-5.598,-6.032,-5.475,-0.338,-1.783,-5.38,-4.355,-6.107,-5.461
448,CCSSOC,-3.375,-3.599,-3.309,-3.325,-3.189,-3.537,-3.153,-3.223,-3.226,-3.066
449,CCC(OC=C(OC)OC(C=O)OC(=O)O)SC(C)=O,-6.415,-7.239,-6.557,-5.659,-3.783,-6.164,-6.002,-5.472,-6.048,-5.746
450,CCCC(=O)C=C(O)OC(=O)C1(C)OC(C(=O)C=O)O1,-7.82,-8.122,-7.148,-6.512,-4.178,-5.496,-6.723,-6.182,-6.619,-6.402
451,C=CC(=O)C(OC)=C(C=C=CC(=O)COC)C(=O)OC,-6.595,-6.752,-6.505,-6.486,-4.197,-5.782,-5.956,-5.066,-6.099,-5.901
452,CCCCOCOC(C)=O,-5.108,-5.521,-5.004,-4.797,-4.554,-4.653,-4.929,-4.688,-4.712,-4.689
453,CC(O)CCSCC(=O)OS,-4.852,-5.011,-4.731,-4.618,-4.144,-4.101,-4.719,-4.746,-4.783,-4.697
454,O=COC(=CO)CO,-4.887,-4.463,-3.953,-4.481,-4.06,-4.266,-3.935,-4.262,-4.239,-4.036
