,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
313,CCC(C)C(C)=O,-4.615,-4.797,-4.656,-4.457,-4.856,-4.758,-4.079,-4.282,-4.316,-4.17
314,CC1(C)CC(=O)C=C([Fe])C1,-6.187,-6.374,-5.905,-5.905,-5.955,-5.599,-5.753,-5.907,-5.887,-5.568
315,CC=CC=CC(CS)C(=O)F,-5.327,-5.77,-5.181,-5.179,-5.271,-5.054,-4.825,-4.688,-4.981,-4.855
316,C=COC(C)C=CCOS,-4.432,-4.924,-4.427,-4.304,-4.17,-4.468,-4.306,-4.407,-4.313,-4.246
317,C=C(CC)C(C)(C)CC(C)=O,-5.854,-6.298,-6.029,-5.651,-4.792,-5.547,-5.249,-5.379,-5.665,-5.677
318,CCCCC(C)CC(C)NC=O,-5.699,-6.254,-5.895,-5.639,-5.01,-4.987,-5.36,-4.995,-5.427,-5.696
319,CC1=CSCCC1,-4.441,-4.613,-4.309,-4.343,-4.264,-4.223,-4.083,-4.075,-4.225,-4.318
320,C=CC=CC=C(C)CC(C)CCC,-6.052,-6.358,-5.969,-5.767,-5.551,-5.729,-5.338,-5.337,-5.329,-5.401
321,C=CC(C=O)=CCCCC,-5.509,-5.737,-5.096,-4.998,-5.012,-5.13,-4.723,-4.536,-4.943,-4.801
322,C=CC1CCCCOC1OC=O,-4.542,-4.821,-4.386,-4.557,-3.832,-4.354,-4.123,-4.254,-4.348,-4.01
323,CCC(=[SH]C=O)C(C)=O,-4.872,-4.894,-4.761,-4.908,-4.784,-4.733,-4.661,-4.666,-4.513,-4.573
324,CC=CC(CC)C(S)C=C(C)C,-5.647,-5.746,-5.682,-5.256,-4.671,-5.162,-5.114,-4.561,-5.306,-5.357
325,C=C(CN)C(C=C(C)C)C(=C=O)CC,-6.64,-5.913,-6.113,-6.07,-4.805,-5.499,-6.006,-4.961,-5.821,-6.067
326,C=CC1=CC(C)(C=CC)C(C)(SN)C1,-6.157,-4.27,-6.459,-5.647,-5.211,-4.569,-6.264,-5.635,-6.552,-6.23
327,C=CC=C(C)COCC(=C=C=CC)OCC,-6.112,-6.317,-5.978,-5.736,-3.811,-5.589,-5.34,-5.524,-5.083,-5.564
328,C=C([Na])C(=O)C(S)=C(C)CN,,,,,,,,,,
329,CC(C)=CC(C)=CC=O,-5.278,-5.368,-5.249,-4.97,-5.193,-5.399,-4.857,-4.575,-4.657,-5.01
330,CCCS(C=C(C)C)=C(C)C,-5.06,-5.112,-5.337,-5.042,-4.168,-4.969,-4.802,-4.368,-5.02,-4.931
331,C=CC(C)=C(O)COOC,-5.673,-5.447,-5.161,-5.444,-4.938,-5.036,-4.895,-5.056,-4.896,-5.223
332,C=CC(=O)CC(=O)C(C)=CC(=C)C,-6.362,-6.954,-6.543,-6.127,-5.389,-5.567,-5.647,-5.842,-5.953,-5.93
333,C=C(CCC)OCCCC(C)C=CC,-5.934,-6.333,-6.133,-6.081,-5.225,-5.81,-5.62,-5.055,-5.447,-5.549
334,C=C(C)CC=CC=CC(C)=O,-5.888,-6.181,-5.561,-5.385,-5.33,-5.238,-4.977,-4.986,-5.321,-5.432
335,C=C=C=CC(C)=C(C=C)C(C)=CC,-6.35,-5.874,-6.182,-5.909,-6.093,-5.535,-5.641,-5.504,-5.481,-6.064
336,C=COC(C)C1CC(C)=CC=C1OCC(C)C,-7.107,-6.981,-7.128,-7.224,-4.915,-5.42,-6.881,-5.284,-6.225,-6.953
337,C=CC1C=CC(C)=C(C)C=C1C=C(C)C,-5.367,-4.992,-5.613,-5.123,-4.339,-4.66,-5.322,-3.841,-5.145,-5.224
338,CC=CC=C(CC)CC(C)(C)C(C)CC,-6.939,-6.439,-6.712,-6.283,-5.519,-5.428,-5.806,-5.309,-6.144,-6.068
339,CC1=CCC(C=S)C(S)=C1C,-5.482,-4.991,-5.634,-5.305,-4.603,-3.788,-5.418,-4.256,-5.421,-5.641
340,CCC=CC1C(N)=C(CC)CCCC1O,-5.246,-5.193,-5.269,-5.223,-3.926,-4.187,-4.737,-4.419,-5.066,-4.76
341,C=C1C=C(C)CCC1=CC(C)[Na],,,,,,,,,,
342,CCOC(CCCO)CCC(C)C,-5.697,-5.791,-5.656,-5.523,-4.631,-5.402,-5.331,-5.133,-5.384,-5.285
343,CCCCC1CC1CCO,-5.199,-5.651,-5.165,-5.197,-5.152,-4.564,-4.914,-4.799,-5.38,-5.134
344,C=CC=CC(=O)C(C)(O)CC,-6.017,-6.028,-5.343,-5.655,-5.462,-5.381,-5.138,-5.501,-5.63,-5.342
345,C=CSC(C)C(CC)CC,-4.823,-5.159,-4.979,-5.012,-4.323,-4.524,-4.516,-4.394,-4.618,-4.668
346,CCCC(CC(C)=O)C(C)=C1C=C1C,-6.41,-6.673,-6.923,-6.42,-5.441,-6.093,-6.435,-6.108,-6.039,-6.451
347,C=COC(C(=C)CCC)=C(C)C=C,-5.959,-6.038,-5.881,-5.793,-5.321,-6.049,-5.368,-5.423,-5.15,-5.769
348,CC1=CCC(=CC(C)(C)CC2=CC=C=C3CC(C2)O3)C1,-7.413,-6.848,-7.274,-5.58,-2.657,-5.196,-6.97,-4.516,-6.621,-6.608
349,C=CC=C1C=CC(=C)CC1,-6.184,-6.478,-5.982,-5.917,-5.851,-6.71,-5.779,-5.361,-5.589,-6.154
350,CC=C(CCC)C(C)=O,-5.195,-5.279,-5.236,-4.937,-5.315,-5.445,-4.703,-4.739,-4.804,-4.785
351,CC(C)=C(C)C1=C2C(=C(OCC=O)C2(C)C)C1,-7.453,-7.396,-7.863,-6.469,-4.583,-6.452,-7.324,-4.865,-7.193,-7.793
352,CCCC(CC)=C(O)OCC,-5.553,-5.472,-5.042,-5.405,-5.274,-5.174,-4.92,-5.056,-5.356,-5.204
353,CC=C1C=CCOC=CC(=O)C1,-4.139,-4.608,-4.409,-4.636,-3.187,-3.853,-3.963,-4.405,-4.259,-4.054
354,Cc1cc2cc3c1CC(=C3)C2=O,,,,,,,,,,
355,C=C(C)C=C(C)C=CC(=O)O,-5.991,-6.411,-5.906,-5.884,-5.351,-5.608,-5.487,-5.16,-5.549,-5.688
356,CCCC[SH](S)CN,-4.332,-4.197,-4.073,-4.079,-3.741,-4.112,-3.838,-3.919,-4.231,-4.295
357,CCC1=C=[SH]C(CC)C(C)O1,-5.449,-5.619,-5.572,-5.49,-4.389,-5.146,-5.204,-5.29,-5.579,-5.431
358,C=CC(C=C)SC=CCC,-4.709,-5.162,-4.821,-4.907,-4.723,-4.592,-4.139,-4.265,-4.526,-4.599
359,CC=CC=C(OCC)S1=CC1SOC,-5.113,-5.625,-5.35,-5.132,-3.813,-4.074,-5.231,-4.604,-5.173,-5.188
360,C=CC1SCCC1=C=C=O,-5.013,-4.905,-4.969,-5.14,-3.992,-4.401,-4.724,-4.232,-4.625,-4.766
361,CCCC(=O)C(N)C=CC(C)C,-5.881,-6.175,-5.633,-5.745,-5.185,-5.443,-5.357,-5.335,-5.843,-5.523
362,CC=C(CC)C(S)CC,-4.734,-4.838,-4.715,-4.572,-4.518,-4.78,-4.248,-4.162,-4.422,-4.649
363,C=C1CC(CC)C2C(=O)C(CC)CC2C1,-7.278,-6.666,-7.948,-7.271,-5.52,-5.133,-7.205,-5.873,-7.296,-7.351
364,CCC(CC[SH]=C(C)C)CC(C)O,-5.636,-5.803,-5.822,-5.426,-4.317,-5.488,-5.322,-5.172,-5.491,-5.601
365,C=CN=C(O)C(CC)CCC,-5.386,-5.756,-5.163,-5.245,-5.304,-5.082,-4.966,-5.097,-5.553,-5.311
366,CCOC1=CC(C)C(C)CCC1,-4.132,-4.434,-4.305,-4.44,-3.29,-3.916,-4.059,-4.296,-4.114,-3.93
367,CCCCNC1=CC=CC1,-5.469,-5.595,-5.076,-5.284,-5.104,-5.243,-5.159,-4.669,-5.232,-5.135
368,C=C(C)C=CC=C(C)CCC=C(C)C,-6.607,-6.904,-6.613,-6.348,-5.508,-5.715,-5.456,-5.162,-5.533,-5.845
369,COC1=C(O)C[C](OC(C)C)C1=O,-6.141,-6.634,-5.627,-6.182,-4.758,-5.0,-5.96,-5.692,-5.983,-6.005
370,CCC(C)(C)CC(C)C,-5.352,-5.37,-5.114,-4.869,-4.995,-5.227,-4.638,-4.528,-4.679,-4.924
371,CCC(=CO)C(C)=C(C)CC,-6.036,-5.599,-5.331,-5.626,-5.505,-5.98,-5.092,-5.197,-5.267,-5.566
372,C=C(C=C1C=C1CCCC)C(C)C,-6.576,-6.932,-6.38,-6.188,-6.197,-5.978,-5.711,-5.197,-5.726,-5.935
373,CC=CCCC(=O)CCCNC,-5.464,-5.773,-5.348,-5.183,-4.751,-4.934,-5.096,-5.098,-5.036,-5.031
374,CC=CC=CC(C=CC=C=CCC)=CC,-6.349,-6.366,-6.223,-5.633,-6.054,-5.708,-5.479,-5.407,-5.424,-5.535
375,C=C=CN(C)SC(N)CCCC,-5.471,-5.42,-5.016,-5.151,-4.129,-4.533,-4.805,-4.899,-5.339,-5.177
376,CC=CC=C=CC(COC)C(C)=O,-5.87,-6.239,-5.543,-5.587,-5.335,-5.255,-5.183,-5.166,-5.164,-5.291
377,CC=CC(=CS)CCC,-4.667,-4.723,-4.475,-4.534,-4.754,-4.314,-4.472,-4.176,-4.363,-4.372
378,CCCCN=CC(C)S,-4.273,-4.774,-3.977,-4.432,-4.021,-4.332,-4.014,-4.026,-4.305,-4.284
379,CNC1OC(C)CC2([OH2+])CC12,-5.504,-5.756,-5.78,-5.987,-4.503,-5.959,-5.182,-5.363,-6.07,-5.461
380,C=CC(=CC(C=CC)=CC)C(C)C,-6.178,-5.884,-6.242,-5.824,-5.373,-5.901,-5.375,-5.192,-5.498,-5.597
381,C=CC(C)C(=O)C=COC(C)=O,-5.747,-6.107,-5.695,-5.719,-5.507,-5.595,-5.612,-5.776,-5.449,-5.501
382,CCC(C)CCCC(C)C=O,-5.742,-6.395,-5.475,-5.507,-5.425,-5.153,-5.019,-5.049,-5.042,-5.193
383,CCCC(C)=C(O)C=S,-5.017,-4.923,-4.662,-4.764,-4.66,-4.836,-4.341,-4.424,-4.818,-4.764
384,C=C=CC(=O)C=C1CC1C(C)=CCC,-6.656,-6.857,-6.424,-6.321,-5.976,-6.051,-5.691,-5.622,-6.095,-5.927
385,COC(=O)CCC=C=CC(C)C,-5.855,-6.214,-5.591,-5.719,-5.362,-5.368,-5.312,-4.959,-5.393,-5.716
386,CCC1=CC(=C(C)C)C(C=CC(C)C)=C1,-7.73,-7.516,-7.586,-7.343,-5.434,-6.56,-7.11,-6.271,-6.539,-7.071
387,C=C(C)CC(=CC(C)C)C1CC1,-5.894,-6.025,-6.287,-5.939,-4.807,-5.991,-5.685,-5.218,-5.552,-5.802
388,C=C=CCC(C=C)=CC,-5.115,-5.054,-4.939,-4.887,-5.083,-5.332,-4.779,-4.577,-4.551,-4.856
389,COC(C)=C1C=C(C)OCSC1,-4.122,-4.585,-4.001,-4.246,-3.051,-3.696,-3.842,-3.952,-3.962,-3.738
390,CCC(=[SH]C=O)C(C)C,-4.878,-4.847,-5.071,-4.83,-4.623,-4.781,-4.561,-4.418,-4.715,-4.585
391,C=CC=CC=COC=CCCC,-5.3,-5.525,-4.934,-4.84,-4.661,-5.121,-4.679,-4.585,-5.01,-4.701
392,C=CC=CCC=CC=CN=C,-5.17,-5.691,-5.203,-5.109,-4.68,-4.902,-4.91,-4.44,-4.773,-5.007
393,CCC(C)CC(C)OC,-4.896,-5.217,-4.876,-5.03,-4.624,-5.009,-4.473,-4.748,-4.391,-4.593
394,CC=C(CCC)C(=CC)CC(C)=C=CO,-6.145,-6.126,-6.434,-5.828,-5.402,-5.384,-5.894,-5.446,-5.938,-5.973
395,CC=CSCC(C)CCSC,-4.639,-5.055,-4.706,-4.512,-3.85,-4.375,-4.16,-4.172,-4.377,-4.527
396,CCCCCCCCOC=CCO,-5.243,-5.909,-5.547,-5.095,-4.726,-5.024,-5.025,-5.163,-4.915,-5.248
397,CC=CCOC(CC)C(C)=CC(C)=O,-5.807,-6.405,-5.994,-5.844,-4.685,-5.737,-5.426,-5.804,-5.477,-5.422
398,C=CC(C=CCC(C)=O)=CC,-5.839,-6.194,-5.711,-5.5,-5.47,-5.564,-5.06,-5.219,-5.317,-5.446
399,C=CCCCCC(C=CC)=CC,-5.884,-5.89,-5.527,-5.228,-5.59,-5.454,-4.727,-4.925,-4.835,-5.23
400,C=CCC(OC)=C(CCC)C(=C)C,-5.838,-5.463,-5.823,-5.555,-4.588,-5.621,-5.383,-5.014,-5.554,-5.812
401,C=C(C=CC=COC)C=CCC,-5.449,-5.911,-5.315,-5.3,-5.325,-5.251,-5.17,-4.996,-5.201,-5.319
402,CC=C=C(C=CC)SC=CC,-5.01,-5.208,-5.147,-5.001,-4.572,-4.769,-4.749,-4.555,-4.928,-4.891
403,C=COC(C=CCS)=CCC,-4.727,-5.027,-4.868,-4.834,-4.801,-4.828,-4.536,-4.525,-4.509,-4.357
404,C=C=CC(=C=CC=CC)C=CC,-5.694,-5.709,-5.486,-5.526,-5.636,-5.409,-5.397,-5.125,-5.277,-5.603
405,C=CC1(C)CC(C)C1(C)C=O,-6.965,-5.525,-5.795,-5.991,-4.746,-5.567,-5.543,-5.573,-5.876,-5.817
406,CC(C)=C(C)S1(C)(C)=C(C)C=C1,-6.199,-4.829,-5.943,-5.034,-4.378,-4.586,-5.524,-4.599,-5.911,-5.904
407,C=CC(C)CCSCCCCC,-5.401,-5.849,-5.139,-5.248,-4.133,-5.098,-4.695,-4.86,-4.918,-4.896
408,C=C(CC)C(CC)OC=CC(C)C=O,-6.005,-6.542,-5.929,-5.811,-5.077,-5.944,-5.496,-5.215,-5.608,-5.803
409,CCCC=CCCCCOC=O,-5.216,-5.781,-5.393,-5.128,-4.675,-4.958,-4.949,-4.811,-4.921,-5.194
410,C=CCCCC(C)C=C(C)N,-5.637,-5.857,-5.322,-5.275,-5.492,-5.162,-4.926,-4.821,-5.115,-5.16
411,C=C1CCC=C1C=CO,-5.654,-5.628,-5.464,-5.401,-5.386,-5.669,-5.244,-4.662,-5.25,-5.518
412,CC=C=C(C(C)C)C(C)CC,-5.435,-5.315,-5.654,-5.724,-5.426,-5.785,-5.277,-4.669,-5.158,-5.463
413,CCC(C)=CC(CCC(C)=O)C(C)=O,-6.46,-6.551,-6.273,-6.265,-5.064,-5.919,-5.744,-5.902,-5.891,-5.852
414,CCC1CC1(O)CC,-5.313,-4.917,-4.752,-4.735,-4.836,-5.196,-4.465,-4.643,-4.612,-4.8
415,CC=CCSC,-3.519,-3.786,-3.403,-3.353,-3.507,-3.631,-3.171,-3.249,-3.448,-3.29
416,C=CC(OC)C(C)C=CC(=C)C,-5.694,-6.259,-5.972,-5.636,-5.117,-6.079,-5.134,-5.234,-5.404,-5.543
417,CC=CC(O)=CC(=CCOC)CC(C)C,-6.336,-6.221,-5.977,-6.193,-4.671,-5.404,-5.6,-5.672,-5.734,-5.787
418,C=C(CC)CC(C=CC)C=CS,-5.151,-5.654,-5.51,-5.278,-4.858,-4.866,-5.183,-4.699,-5.154,-5.324
419,CC=Cc1cccccc1=O,-6.812,-7.232,-6.218,-6.443,-6.514,-6.148,-6.025,-5.469,-6.485,-6.441
420,CCCC(C)=S(S)CCC,-4.797,-4.78,-4.708,-4.81,-3.963,-3.919,-4.58,-4.373,-4.627,-4.449
421,C=C1CC=COCCC1=C(C)OC=O,-4.625,-5.405,-5.03,-4.857,-3.678,-4.261,-4.483,-4.203,-4.433,-4.399
422,CC=NOCCC(C)CC,-5.147,-5.422,-4.773,-4.893,-4.783,-4.805,-4.801,-4.633,-4.862,-4.9
423,C=CNC(OC(C)=CCC)C(=C)C,-5.689,-5.862,-5.712,-5.382,-5.16,-5.82,-5.333,-5.275,-5.48,-5.462
424,C=CC(C)=S,-3.424,-3.613,-3.1,-3.372,-3.398,-3.571,-3.116,-3.144,-3.112,-3.191
425,C=C(C)C=COCOC=CCCC,-5.95,-5.802,-5.24,-5.534,-4.743,-5.444,-4.989,-4.741,-5.132,-5.172
426,C=C=C(C)C=CC(C(C)CC)C(C)C(=C)C(C)C=O,,,,-6.464,,-5.268,,-4.951,-6.7,
427,C=CC1CCCC(=[SH]OC)C1,-5.837,-6.101,-5.77,-5.75,-4.762,-4.869,-5.48,-5.257,-5.456,-5.45
428,CC=C(CN)CC(C)(CC)C(O)CC,-6.274,-5.963,-5.82,-5.947,-5.726,-5.281,-5.922,-5.509,-5.666,-5.998
429,CCC=C1CCCCCOC1,-4.118,-4.406,-3.975,-4.041,-3.354,-3.35,-3.675,-3.976,-3.95,-3.776
430,C=CC1=CC(CCC)=C1,-5.424,-5.868,-5.271,-5.127,-5.304,-5.143,-5.237,-4.92,-5.018,-5.275
431,CCC1C(C)(O)CC1(OC)C1=CC=C1,-6.812,-5.194,-6.674,-5.867,-4.111,-5.524,-6.063,-4.812,-6.19,-6.245
432,CCC(CC)CC=COC(C)C,-5.591,-5.758,-5.481,-5.394,-4.859,-5.319,-4.996,-5.027,-5.15,-5.248
433,C=C(CC=CC)C(=CC=CC)C(C)C,-6.336,-6.18,-6.226,-5.886,-5.672,-5.424,-5.546,-5.66,-5.589,-6.016
434,CCC(C)=CC1=CC2CC1(C1C=C1)O2,-6.904,-7.263,-6.932,-6.511,-5.649,-6.186,-6.188,-5.613,-6.372,-6.804
435,CCC1COC(C=C(C)C)=CC1C,-6.661,-7.267,-6.664,-6.506,-6.315,-6.11,-6.429,-5.594,-6.298,-6.408
436,CSCCCCS,-3.299,-3.777,-3.342,-3.367,-3.087,-3.202,-3.087,-3.154,-3.269,-3.171
437,CC1OC(C)[SH](N)[SH]1C,-5.043,-4.467,-4.586,-4.802,-3.601,-4.417,-4.723,-4.653,-5.06,-4.947
438,C=C=CC(C=CC)=CCCC,-5.367,-5.423,-5.317,-5.321,-5.524,-5.324,-4.942,-4.738,-4.822,-5.27
439,CCCOCCC(C)=CC(C)=[C]C=CC=O,-5.886,-6.796,-6.279,-5.862,-4.489,,-6.104,-5.174,-5.726,-5.759
440,CC=CC(C=O)C(=CC)CC,-5.642,-5.559,-5.298,-5.541,-5.362,-5.264,-5.025,-4.8,-5.096,-5.202
441,CCC(=O)C=CC(C)CC(C)CC,-6.193,-6.43,-6.426,-6.021,-5.412,-5.734,-5.646,-5.393,-5.655,-5.865
442,C=C(OC=O)C(C)OCC,-4.911,-5.209,-4.682,-5.19,-4.533,-5.035,-4.557,-4.694,-4.678,-4.531
443,CCC(C)CCC(CC=COC)C(C)=O,-6.394,-6.774,-6.347,-6.106,-4.32,-5.496,-5.761,-5.334,-5.791,-5.632
444,C=CC(C=CC)=COC1=CC=C1C,-6.069,-6.656,-6.128,-5.736,-5.482,-6.127,-5.304,-5.582,-5.909,-5.454
445,CCC(OC)[SH]=C(C)C=CS,-4.857,-5.164,-4.742,-4.732,-4.001,-4.222,-4.417,-4.399,-4.367,-4.437
446,CC=C(O)C(C)CCC,-5.185,-5.296,-5.088,-4.829,-5.02,-5.277,-4.494,-4.913,-5.129,-4.873
447,CCCCOC(C)C(C)CC,-5.244,-5.606,-5.025,-5.128,-4.871,-5.456,-4.746,-5.151,-5.131,-5.047
448,CCC(C)OC(C)CC,-4.745,-4.898,-4.621,-4.885,-4.401,-5.316,-4.398,-4.393,-4.655,-4.498
449,CC(C)CCC(=O)CCC(=O)O,-6.057,-6.422,-5.761,-5.7,-5.712,-5.416,-5.267,-5.126,-5.521,-5.524
450,C=CC(C)=CC=CC=C=CC,-5.803,-5.972,-5.265,-5.214,-5.458,-5.051,-4.628,-4.709,-4.926,-5.341
451,CC=C(C=CCCCC(C)=O)OCC,-6.001,-6.713,-5.914,-5.641,-4.686,-5.551,-5.477,-5.562,-5.48,-5.534
452,C=CCCC(C)CS,-4.447,-4.672,-4.266,-4.242,-4.446,-4.364,-4.036,-4.008,-4.135,-4.185
453,CCCC=C1C=C(C)CO1,-5.665,-6.033,-5.257,-5.493,-4.927,-5.733,-5.234,-5.043,-5.555,-5.157
454,C=C(C)C1(C)CCC2(C=CC)CC2C1=C,-7.184,-7.111,-7.67,-6.45,-5.085,-4.253,-6.725,-4.668,-6.759,-7.162
455,CC1=C2C(C[Na])C=CC(=CC=O)C=CC=C1C2(C)C,,,,,,,,,,
456,CCC1CCC=CC([SH]=O)C1,-4.265,-4.537,-4.266,-4.459,-3.29,-3.874,-3.922,-3.709,-4.135,-4.091
457,C=C(C=C(C)OC=O)CCO,-5.388,-5.485,-5.146,-5.798,-4.918,-5.387,-5.291,-4.753,-5.008,-4.749
458,CCC=CC1(C2(C)C=CCC2)[C]C=C1,-7.032,-5.898,-7.022,-6.572,-4.885,-6.518,-6.629,-5.868,-6.29,-6.768
459,CCC1CC(C)C(CCC=O)C1,-6.148,-6.437,-6.343,-6.649,-5.401,-5.45,-5.856,-5.128,-5.669,-6.393
460,CCC(C)SC(C)C,-4.48,-4.558,-4.406,-4.333,-3.965,-4.406,-4.02,-4.032,-4.253,-4.177
461,CC=C(C)C=[SH]CC,-4.244,-4.505,-4.126,-4.275,-4.112,-4.368,-4.03,-3.792,-4.215,-4.135
462,CCC(N)CCCC(C)O,-5.42,-5.793,-4.969,-4.782,-4.905,-4.958,-4.853,-5.167,-4.907,-4.997
463,C=CCC(=O)C=C=CC(C)=CC=C(CC)CC,-6.598,-7.053,-6.794,-6.06,-4.633,-6.144,-5.934,-5.355,-6.001,-6.138
464,CCCCC=C(C)C(C)C=O,-5.472,-5.985,-5.471,-5.301,-5.524,-5.864,-4.952,-5.02,-5.133,-5.153
465,C=C(C)CC1CCCCCC(OC)O1,-4.566,-4.821,-4.552,-4.7,-2.995,-4.302,-4.396,-4.264,-4.55,-4.773
466,CC=CCOC(=O)C(C)CCCC(C)C,-6.569,-7.087,-6.271,-6.029,-5.138,-5.8,-5.812,-5.832,-5.772,-6.104
467,CC1CC2C=C(CS1)CC2C,-4.669,-4.353,-4.634,-4.18,-3.059,-2.558,-4.122,-4.019,-4.514,-4.318
468,C=S(C=CC)CC(C)(C)C=COCSS,-5.377,-5.509,-5.53,-5.024,-2.844,-4.767,-5.312,-4.418,-5.203,-5.008
469,CSC(S)SC,-2.973,-3.045,-2.891,-2.898,-2.505,-2.869,-2.677,-2.946,-2.941,-2.784
470,CC=C(C)CC(CC)SS,-4.846,-5.136,-4.931,-4.903,-4.393,-4.589,-4.533,-4.138,-4.617,-4.815
471,CC=CC(CCCCC)C(C)O,-5.819,-6.069,-5.503,-5.618,-5.394,-5.349,-5.175,-5.233,-5.295,-5.168
472,CC(C)OC(=O)C=C1C=CC1,-5.879,-6.179,-5.712,-5.623,-5.405,-5.37,-5.316,-5.061,-5.585,-5.439
473,CCC(C)OC(=O)C=C(C)O,-5.664,-5.596,-5.437,-5.351,-5.189,-5.374,-4.832,-5.058,-5.355,-5.379
474,CCC(C)(C)CC(=CO)CSC,-5.579,-5.469,-5.154,-5.221,-3.994,-4.537,-5.106,-4.778,-5.203,-5.317
475,Cc1ccc(=O)scc[nH]c1C,-6.394,-6.162,-6.551,-5.785,-4.912,-4.915,-6.194,-4.991,-6.056,-6.316
476,C=CC(C)(COC)C(=C)C(C)C,-5.658,-5.724,-5.669,-5.735,-4.791,-5.642,-5.137,-4.862,-5.28,-5.737
477,CCC=C(C)C(=S)CC,-5.0,-5.177,-4.87,-4.813,-4.73,-4.974,-4.523,-4.452,-4.512,-4.83
478,C=C=CC(CC)(C(=C)C)C(C)C,-5.642,-4.364,-5.975,-5.558,-4.605,-5.318,-5.389,-4.414,-5.39,-5.806
479,CCC=C(CCC)C1=[SH]C1,-5.289,-4.986,-5.099,-4.956,-4.952,-4.802,-4.923,-4.468,-4.709,-4.964
480,CC(S)=CC(C)=CCC(C)C,-5.345,-5.938,-5.442,-5.407,-4.606,-5.158,-5.222,-4.453,-5.051,-5.394
481,C=CC=CCC=CC(C)=CCC,-5.798,-5.973,-5.559,-5.312,-5.501,-5.318,-4.973,-5.132,-4.89,-5.29
482,CCCCC(O)CCC,-4.954,-5.105,-4.794,-4.822,-5.021,-4.741,-4.497,-4.533,-4.83,-4.682
483,CCC=C(C)CC=C(CC)C(C)=O,-6.373,-6.46,-5.945,-5.904,-5.511,-5.762,-5.276,-5.492,-5.971,-5.863
484,CC1=CC(C)SC1,-4.454,-4.781,-4.302,-4.407,-4.173,-4.26,-4.175,-4.169,-4.056,-4.108
485,CC=CCC(CC)SC(CC)CCC,-5.647,-5.816,-5.97,-5.439,-4.448,-5.23,-5.264,-5.027,-5.183,-5.547
486,CC(C=O)C(C)(C)C=C=O,-5.529,-5.633,-5.196,-5.054,-4.4,-5.645,-5.138,-4.882,-4.917,-4.913
487,CC=CC(C)SCC,-4.454,-4.638,-4.2,-4.253,-4.324,-4.465,-3.945,-4.018,-4.054,-3.965
488,CC=C(CC)OC(CC)CC,-5.286,-5.326,-5.251,-5.044,-4.596,-5.238,-4.771,-4.762,-4.892,-4.93
489,C=CC(=CC=C(C)CC)CCC,-5.84,-6.097,-5.663,-5.599,-5.593,-5.694,-5.127,-5.029,-5.129,-5.542
490,CCCCOSCCC,-4.445,-4.773,-4.094,-4.275,-4.296,-4.234,-4.157,-3.926,-4.171,-3.966
491,CCCCCC(S)CCC,-4.788,-5.359,-4.684,-4.94,-4.47,-4.42,-4.513,-4.183,-4.4,-4.394
492,C=C(C=O)OC=CS,-4.109,-4.326,-3.868,-4.388,-3.912,-4.183,-3.967,-3.926,-3.829,-3.726
493,CC=CNC(C)CCCC(=O)CCC,-5.941,-6.388,-5.704,-5.532,-5.071,-5.398,-5.34,-5.682,-5.459,-5.27
494,CC1C=CCCSC1C,-3.734,-3.664,-3.618,-3.44,-2.39,-3.123,-3.266,-3.502,-3.606,-3.303
495,CC(C)C(N)OC(=O)C(C)(C)C,-6.295,-6.238,-5.813,-5.535,-5.088,-5.497,-5.245,-5.506,-6.079,-5.836
496,C=C(CCCC)C(CF)CCC,-5.846,-6.047,-5.586,-5.477,-5.729,-5.264,-5.143,-5.231,-5.276,-5.458
497,CCCC(C=O)=CSCC,-4.889,-5.077,-4.798,-4.809,-4.422,-4.489,-4.519,-4.378,-4.795,-4.514
498,CC=CC(=CC=C=O)NC,-4.913,-5.131,-4.823,-4.802,-5.006,-5.166,-4.424,-4.665,-5.062,-4.932
499,C=CC=C(O)CCC,-5.0,-4.818,-4.589,-4.507,-4.712,-4.732,-4.209,-4.652,-4.563,-4.455
