,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
450,COCC(C)(N)C(=O)C=O,-4.846,-5.21,-4.671,-5.063,-4.202,-5.001,-4.37,-5.204,-4.695,-4.639
451,CCC1(C)CC=CC=CC(C(=O)O)OC(=O)C1,-4.993,-5.039,-5.291,-5.109,-3.664,-3.641,-5.269,-3.78,-5.16,-5.377
452,CCOC1(C)CC(=O)C2C=C(CCOC2O)O1,-4.748,-4.577,-4.508,-4.908,-0.947,-2.796,-5.062,-4.168,-4.352,-4.213
453,CC1COC(=O)C23CC2N(C[O-])C1CC3=O,-5.212,-3.173,-5.385,-4.633,-2.837,-4.475,-6.003,-5.652,-5.746,-5.606
454,CCOCCCCC(=O)C1(C=O)CO1,-6.032,-6.402,-5.592,-5.656,-4.588,-5.279,-5.352,-5.363,-5.321,-5.232
455,C=CC=C(C)C=C(C)CO,-5.336,-5.729,-5.227,-5.17,-5.058,-5.764,-5.102,-4.818,-5.037,-5.349
456,CCCCCC(CCC)CC(O)O,-6.092,-6.056,-5.671,-5.781,-5.166,-5.279,-5.278,-5.457,-5.699,-5.477
457,C=C1CC(C(O)CO)C(CC)(OC)C1=O,-6.571,-5.526,-6.199,-6.171,-4.723,-5.04,-6.178,-5.732,-6.025,-6.022
458,CCCCOC(=O)C(=O)C(C)(O)CCC,-6.224,-6.572,-5.942,-6.06,-5.169,-5.55,-5.44,-5.998,-5.786,-5.619
459,C=C(O)C(C(C)C)C(C)CCO,-5.76,-5.636,-5.593,-5.609,-4.803,-5.428,-5.359,-5.489,-5.297,-5.467
460,CCCCOCOC(O)(OCC)C(C)=O,-6.207,-6.217,-5.576,-5.554,-4.1,-5.583,-5.332,-5.443,-5.645,-5.302
461,CC(C)CC(=O)C=O,-4.98,-5.271,-4.701,-4.718,-4.873,-4.922,-4.378,-4.391,-4.468,-4.364
462,CCC(=O)C=COCOC,-5.07,-5.106,-4.611,-4.933,-4.476,-4.608,-4.558,-4.607,-4.658,-4.476
463,CCC1C=C(C)C=C(O)CCCC1C,-4.988,-5.066,-5.158,-4.957,-3.418,-4.231,-4.848,-3.925,-4.881,-5.124
464,CC1=COC(O)OC1C,-5.692,-5.741,-5.291,-5.614,-4.929,-5.472,-5.373,-5.115,-5.202,-5.183
465,CCCC=C1CCC1=O,-5.311,-5.769,-5.267,-5.052,-5.376,-5.657,-4.896,-4.816,-5.213,-5.079
466,CC=C(CC=O)OC,-4.678,-4.607,-4.393,-4.319,-4.375,-4.37,-4.051,-4.294,-4.167,-3.897
467,CCCCOC(=O)CCC,-5.196,-5.4,-5.102,-4.99,-4.9,-4.533,-4.769,-4.504,-5.033,-4.75
468,CCCC(OO)C(=O)O,-5.311,-5.812,-4.559,-4.813,-4.769,-5.062,-4.461,-4.609,-4.989,-4.699
469,CC1=CC2=C3C(=O)CC=C2C(OC(C)(C)O1)C1=C3C1,,,,,,,,,,
470,CN=CC=C(C=C=O)OC(C)O,-5.191,-5.428,-5.041,-5.11,-4.996,-5.074,-5.007,-5.047,-4.925,-4.84
471,CCC(CCCCO)COC(=O)O,-5.751,-6.037,-5.47,-5.81,-5.133,-5.266,-5.482,-5.537,-5.03,-5.218
472,COOC1OC2C(=O)C2(C)OC1(C)CCO,-6.466,-6.163,-6.281,-6.032,-4.452,-5.444,-6.915,-5.365,-6.463,-6.034
473,CCC(OO)C(C)(C)C,-5.273,-5.205,-5.197,-4.96,-5.248,-4.991,-4.711,-4.942,-4.881,-4.868
474,CC1=C(OCCO)C=C(C=C2OO2)CCC1=O,-5.335,-5.885,-5.523,-5.031,-2.854,-3.748,-5.513,-4.171,-4.88,-4.716
475,C=C(C(C)=O)C1CCCOC(C)C1=O,-5.541,-5.118,-5.006,-5.403,-3.06,-3.835,-4.672,-4.049,-5.01,-4.895
476,CCO[SH]=C(C=O)OC(C)=O,-4.946,-5.292,-4.904,-5.174,-4.38,-4.879,-4.577,-5.088,-4.985,-4.563
477,CCCCCCOC(O)=C(C)CC,-5.902,-6.148,-5.499,-5.911,-4.964,-5.513,-5.195,-5.178,-5.62,-5.633
478,CCC1OCCC1=O,-5.14,-5.195,-4.549,-4.835,-4.671,-4.841,-4.548,-4.844,-4.722,-4.378
479,CCCCCCC(=O)OOC(CC)C(C)C,-6.699,-7.311,-6.236,-6.118,-4.308,-6.025,-5.835,-5.406,-5.651,-5.779
480,CCC=CCOCO,-4.632,-4.77,-4.203,-4.593,-4.302,-4.459,-4.311,-4.083,-4.271,-4.331
481,C=C(C)C(=O)C1=[SH]C2=C=C2COC1=O,-5.227,-5.424,-5.178,-5.083,-3.908,-3.179,-4.983,-4.547,-5.468,-4.931
482,CCCC(C)C=O,-4.416,-4.807,-4.387,-4.298,-4.488,-4.641,-3.842,-4.133,-4.087,-4.02
483,CCC(=O)C(C)N,-4.55,-4.811,-4.286,-4.368,-4.22,-4.596,-4.083,-4.472,-4.464,-4.272
484,CCCC(C)=O,-4.038,-4.524,-4.143,-3.909,-4.328,-4.086,-3.689,-3.833,-3.758,-3.696
485,CC(C)OC(=O)O,-4.566,-4.645,-4.092,-4.322,-4.139,-4.165,-4.131,-4.136,-4.239,-4.146
486,CCCOC(C(C)CC)C1CCC1(C)C,-6.372,-6.736,-6.706,-5.718,-4.606,-4.926,-5.928,-5.22,-5.88,-6.206
487,CCCCC(C)CC(=O)CC,-5.603,-5.7,-5.695,-5.424,-5.555,-5.02,-4.98,-4.942,-4.999,-5.176
488,C=CCC(C)CCC(C)C(=C)C,-6.358,-6.318,-5.868,-6.014,-5.491,-5.781,-5.117,-5.407,-5.434,-5.169
489,CC1C(=C=O)C(C)C(C(=O)C(=O)C=O)C1C,-6.627,-6.576,-6.966,-6.873,-5.827,-3.897,-6.72,-5.5,-6.767,-6.789
490,C=C(C=O)C(C)C,-4.725,-4.967,-4.446,-4.7,-4.886,-5.04,-4.088,-4.292,-4.306,-4.147
491,CCCOC=C(C)C(C)OOC(=O)C(=O)O,-6.229,-7.005,-6.053,-6.035,-5.551,-6.216,-6.153,-6.059,-5.77,-5.703
492,CCC(C)OC(C)OC,-4.734,-4.903,-4.704,-4.895,-4.164,-5.034,-4.193,-4.458,-4.483,-4.381
493,C=C(O)COC(C)=CCC,-5.174,-5.437,-5.128,-5.141,-4.918,-4.976,-4.723,-4.663,-4.787,-5.075
494,CC1C(=O)OCC=C1C(C)(C)O,-6.471,-6.287,-6.376,-6.304,-5.278,-5.559,-5.959,-5.856,-6.264,-6.131
495,C=C(CCC)C(C)OCCC,-5.43,-5.641,-5.169,-5.444,-4.918,-5.475,-4.738,-4.921,-5.098,-5.148
496,CCCC12C=C(C=O)C3(C=C(CCC1)CC3C=O)CC2,-4.934,-3.745,-7.74,-4.416,-4.347,0.29,-6.958,-2.703,-5.512,-6.857
497,CC=C(C)OC(C)(O)C=C(C)OC,-5.338,-5.956,-5.629,-5.487,-4.827,-5.362,-5.221,-5.13,-5.77,-5.447
498,CCC(O)=C(C)OC(C)(CC)OC(C)O,-6.397,-6.696,-5.833,-6.455,-4.031,-5.297,-5.629,-6.0,-5.688,-5.665
499,CC(C)OC1=C(C(C)C)C=C1,-5.913,-6.042,-5.855,-5.7,-5.188,-5.728,-5.462,-5.045,-5.378,-5.552
