,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
0,CCS[SH]=C(CC)CC,-4.321,-4.539,-4.361,-4.255,-3.98,-4.188,-4.134,-4.173,-4.217,-4.418
1,C=COC(N=C)=C(C)C,-4.697,-4.576,-4.474,-4.786,-4.973,-4.944,-4.075,-4.471,-4.434,-4.195
2,CCC=C1CS(C)=C1CC,-5.313,-4.926,-5.17,-5.191,-4.856,-4.649,-4.751,-4.647,-4.792,-4.85
3,CC12CCC3CC31C2,-6.038,-5.834,-5.289,-5.353,-5.479,-5.74,-4.976,-4.818,-5.027,-5.023
4,CCCC1C=[SH]C1,-4.152,-4.442,-3.848,-4.056,-3.908,-4.297,-3.77,-3.792,-3.91,-4.036
5,CC=C(N)CSSCCC,-4.863,-4.896,-4.364,-4.713,-3.795,-4.331,-4.183,-4.286,-4.431,-4.427
6,CCS1(C)(C)(CC)CCC(C)C1C,,,,,,,,,,
7,C=CC(C)=C(CC)C(C)=O,-5.57,-5.481,-5.657,-5.561,-5.343,-5.632,-4.994,-5.026,-5.129,-5.175
8,C=CCC(C)(CCC)C(C)=C=CC,-5.848,-5.496,-6.009,-5.654,-5.047,-5.51,-5.552,-5.356,-5.489,-5.861
9,C=C(C)CC(CC(C)C)C(=C)OC,-5.663,-5.828,-6.146,-5.635,-4.632,-5.409,-5.544,-4.951,-5.549,-5.869
10,CC=C(CC(CC)NC)C(C)=O,-5.72,-5.834,-5.528,-5.575,-5.011,-5.618,-5.304,-5.551,-5.24,-5.177
11,C=C(C)[SH](CC)CC(C)O,-5.31,-4.806,-4.873,-4.759,-4.277,-4.741,-4.85,-4.722,-4.841,-4.964
12,CC1=NN=C1C(C)CC(C)C,-6.368,-6.256,-5.886,-5.511,-5.499,-5.355,-5.65,-5.804,-5.866,-6.02
13,CCC=C(OCCC)C(C)C(C)C,-5.723,-5.945,-5.825,-5.907,-4.873,-5.914,-5.247,-5.145,-5.273,-5.657
14,C=CC(C)(CC)C(=O)C(C)C(C)(C)C=O,-6.908,-5.819,-6.541,-5.716,-3.898,-5.804,-6.048,-4.628,-5.969,-6.629
15,CC=C(C(C)=O)C(C)CS,-5.355,-4.949,-5.318,-5.047,-4.374,-4.766,-4.643,-4.655,-4.674,-4.671
16,CCC=C(C)C=C(CCC)OC,-5.457,-5.978,-5.345,-5.524,-5.274,-5.292,-5.015,-5.187,-5.282,-5.368
17,CCC(C)CC(CC)C(C)O,-5.752,-5.554,-5.621,-5.439,-5.031,-5.362,-5.167,-5.313,-5.307,-5.394
18,CCC1=C=CC=NC2=NC(=[SH]2)C=CC=C1,-4.512,-4.679,-5.041,-4.702,-2.946,-2.709,-4.624,-4.295,-4.732,-4.963
19,CC=NC(CC)C(=O)C(C)C,-5.692,-5.537,-5.111,-5.343,-4.886,-5.606,-4.756,-5.129,-5.123,-4.995
20,C1=CC=1OC1C=CS1,-4.202,-4.688,-4.423,-4.226,-4.312,-4.761,-4.05,-4.08,-4.26,-4.176
21,C=C(C(=O)CC(C)(C)C)C(C)=CC,-6.301,-6.719,-6.336,-6.043,-5.248,-6.087,-5.887,-5.247,-5.983,-6.0
22,CCCCSCC(=O)CCC,-5.239,-5.373,-5.083,-5.002,-4.067,-4.79,-4.714,-4.706,-4.846,-4.76
23,C=C(O)C=COCC=C(C)C,-5.756,-5.475,-5.348,-5.244,-5.238,-5.134,-4.856,-4.834,-4.953,-4.814
24,CO[SH]=C=CC(=O)OS,-4.101,-4.535,-4.042,-3.941,-3.577,-3.931,-4.093,-3.986,-3.84,-3.856
25,C=CC(=O)CC(C=O)=C(C)CC,-5.987,-6.107,-5.626,-5.726,-5.067,-5.32,-5.305,-5.323,-5.622,-5.367
26,CCC=CC(N)=CC(O)(CC)CCC,-5.964,-5.998,-5.777,-5.759,-5.453,-5.588,-5.432,-5.565,-5.764,-5.536
27,CCCCC(C)SCO,-4.807,-5.12,-4.82,-4.612,-4.601,-4.579,-4.301,-4.488,-4.507,-4.699
28,C=CCC1COC(=O)C1CCCCCC,-7.029,-6.591,-6.643,-6.347,-5.232,-6.639,-6.009,-5.795,-5.972,-6.243
29,CCC1(C(C)(C)C)CC1[SH2]C,-5.302,-4.874,-5.475,-4.798,-3.887,-4.282,-5.045,-4.723,-5.208,-5.186
30,CCCCC(O)C(C)(C)C,-5.502,-5.79,-5.293,-5.248,-5.511,-4.992,-4.794,-4.928,-5.38,-5.136
31,C=CCC(C)=CC=CC,-5.002,-5.428,-4.969,-4.818,-5.019,-5.247,-4.717,-4.456,-4.548,-4.769
32,C=C(C)C(C)=CC(=CN)C(C)C(C)=O,-6.398,-6.331,-6.586,-6.493,-5.264,-5.82,-6.059,-5.249,-5.686,-6.219
33,CCCC(CCC)C(C)OC,-5.62,-5.114,-5.382,-5.249,-4.437,-5.004,-4.827,-4.797,-4.868,-4.981
34,CCCOC(C)SC(C)C,-4.902,-5.3,-4.762,-4.796,-4.025,-4.591,-4.473,-4.666,-4.741,-4.616
35,CCC=C(CC)CC=C(C)C,-5.659,-5.84,-5.462,-5.292,-5.496,-5.392,-5.28,-5.057,-4.997,-5.227
36,C=CC(C)C(C)(C)C(=O)C=CCC,-6.368,-6.371,-6.206,-6.239,-5.382,-5.718,-5.562,-5.737,-6.031,-5.795
37,C=CC(=O)CCC(C)C(CC)CC,-6.25,-6.231,-6.076,-5.841,-5.36,-5.524,-5.492,-5.566,-5.704,-5.792
38,C=CC=CCC=C(C)CC,-5.175,-5.732,-5.117,-4.977,-5.319,-4.781,-4.701,-4.605,-4.758,-4.697
39,CCC(C=O)C(C)(C)CC(C)C,-6.162,-6.259,-5.988,-5.736,-4.379,-4.834,-5.416,-5.012,-5.464,-5.779
40,CC1=CCC=CCC=[SH]1,-3.78,-3.461,-3.49,-3.554,-2.566,-3.187,-3.175,-3.256,-3.542,-3.25
41,CC1CCCCC(C=C=O)C(OC=O)C1,-4.408,-4.371,-4.847,-4.708,-3.154,-3.764,-4.955,-4.088,-4.463,-4.443
42,O=C1CC2=CC(=CS)C=C1C=C2,-5.261,-4.962,-4.915,-4.818,-4.006,-4.26,-4.61,-4.238,-5.093,-4.792
43,CCC(C)C(=CS)OC,-4.499,-4.757,-4.399,-4.449,-4.401,-4.522,-4.029,-4.097,-4.245,-4.277
44,CC(=O)CSC(C)C,-4.561,-4.823,-4.539,-4.383,-3.761,-4.546,-4.114,-4.354,-4.428,-4.392
45,C=CCC(=O)C=C(C)C=C,-5.487,-5.805,-5.327,-5.349,-5.384,-5.547,-4.926,-4.83,-4.887,-5.103
46,CCCC(=O)C(O)C(C)C,-5.653,-5.66,-5.229,-5.353,-4.939,-5.132,-4.855,-5.239,-5.312,-5.111
47,C=CC(C(C)=CCC)=C(C=CC)OC,-5.88,-5.807,-6.251,-5.914,-4.722,-5.533,-5.501,-5.629,-5.46,-5.945
48,CSC(C(C)=C(C)N)C(C)S,-4.721,-4.478,-4.883,-4.876,-3.886,-4.784,-4.541,-4.199,-4.833,-4.75
49,CCCC(C)CN(C=C(C)C)CCS,-5.585,-5.813,-5.571,-5.407,-3.929,-4.698,-5.206,-4.333,-5.072,-5.351
50,C=CC=C(CCCC)C(=CC)CS,-5.644,-5.641,-5.693,-5.047,-4.634,-5.048,-5.187,-4.708,-5.139,-5.335
51,CCC(C)C(=O)CCCC(C)C,-6.253,-6.435,-5.662,-5.833,-5.737,-5.646,-5.416,-5.344,-5.566,-5.665
52,C=C(CO)CC(CC)OCC,-5.4,-5.534,-5.099,-5.013,-4.72,-5.468,-5.061,-4.886,-5.191,-4.629
53,C=COC1OCC(=C)C(C)=C1CC,-6.035,-6.552,-6.058,-6.233,-5.153,-5.455,-5.95,-5.397,-5.952,-6.15
54,C=C(C)CC(=O)CC(C)CC,-5.752,-6.034,-5.576,-5.811,-5.549,-5.58,-4.971,-4.978,-5.306,-5.332
55,C=CC(CCC)C(C)C(=O)CC,-6.066,-5.814,-6.062,-5.847,-5.819,-5.264,-5.198,-5.176,-5.431,-5.63
56,CC(C)=C(O)c1ccccc1,-6.45,-6.287,-6.035,-5.87,-5.954,-5.954,-5.701,-5.379,-6.285,-6.074
57,C=C(C)CC(=CCCC)OC,-5.464,-5.616,-5.262,-5.495,-5.024,-5.259,-4.799,-4.543,-5.037,-5.171
58,C=CC([SH]=O)=C(C)C(C)(C)C,-5.64,-5.592,-5.75,-5.5,-4.434,-5.783,-5.202,-4.903,-5.28,-5.369
59,COC(=C1OCC12C=C2)C(C)C,-6.821,-5.784,-5.846,-6.136,-4.851,-5.588,-5.424,-5.036,-5.943,-5.58
60,CC=C1C=C[SH](F)OC1,-5.136,-5.796,-5.206,-5.194,-5.053,-5.525,-4.788,-4.949,-5.033,-5.019
61,CC(S)CC(C)SS,-3.856,-4.069,-3.899,-3.804,-3.11,-3.39,-3.496,-3.466,-3.65,-3.729
62,CC=C1CCC=CC=C2C=C2C1,-4.681,-4.647,-4.688,-4.794,-3.908,-4.161,-4.642,-4.243,-4.776,-4.582
63,C=C(CC)C(F)C=CCC,-5.256,-5.635,-5.081,-5.275,-5.343,-5.337,-4.604,-4.716,-4.768,-5.163
64,C=CC=C1OC(=[C]C23C4=CNC2CC25C[C+]([C]42)N53)C1=O,,,,,,,,,,
65,CCCC=CC(C=C(C)CC)CC,-6.136,-6.215,-5.884,-5.856,-4.458,-5.82,-5.113,-5.298,-5.489,-5.869
66,CC=C=CC=CSC(C)=CC,-5.166,-5.784,-5.005,-4.998,-4.693,-4.846,-4.554,-4.459,-4.802,-4.659
67,C=CCC(=O)C(=O)CC(C)CC(C)C,-6.739,-6.595,-6.091,-6.444,-4.775,-5.655,-6.035,-5.823,-6.105,-6.227
68,C=C(CCC=CC)C(CS)=C(C)C,-5.927,-6.121,-5.797,-5.455,-4.384,-5.206,-5.255,-5.161,-4.997,-5.667
69,C=CCCC(C)C(C)(CC)CCC,-6.17,-6.093,-6.075,-6.046,-5.148,-5.394,-5.542,-5.286,-5.647,-5.803
70,CCN=C(S)SCC,-4.015,-4.228,-3.828,-3.789,-3.55,-3.856,-3.702,-3.874,-3.79,-3.93
71,C=COC(=C=CC)C1CCO1,-5.037,-5.34,-4.979,-5.149,-4.955,-5.386,-4.799,-4.774,-4.982,-4.963
72,CCC(C)CC(C)C(C)=O,-5.604,-5.839,-5.487,-5.314,-5.182,-6.006,-4.989,-4.891,-5.013,-5.268
73,CCCC=CC=CC=C(C)CC=O,-5.868,-6.207,-6.046,-5.516,-5.298,-5.486,-5.036,-5.358,-5.264,-5.4
74,C=CC(CCCC)CCCCC,-5.747,-5.912,-5.659,-5.252,-5.568,-5.19,-4.852,-5.19,-5.027,-5.36
75,CC=C(CC)C(C)=CCCC,-5.228,-5.733,-5.613,-5.479,-5.476,-5.296,-5.049,-4.724,-5.032,-5.488
76,CC=C(CC)C(C)(C)C=COC,-5.534,-5.708,-5.819,-5.268,-4.961,-5.136,-5.363,-5.099,-5.31,-5.72
77,C=CC=C(CCC)SCCC,-5.08,-5.164,-5.069,-4.764,-5.145,-4.743,-4.591,-4.551,-4.594,-4.886
78,CCC=CC=CC=C(C=COC)CCC,-6.025,-6.355,-6.081,-5.572,-4.314,-5.657,-5.547,-5.39,-5.254,-5.527
79,C=C=C=CC(C=CC)=CC=C=C,-5.667,-5.745,-5.549,-5.4,-5.629,-5.155,-5.099,-4.688,-5.145,-5.429
80,CCCCC(=O)C(CC)CC(C)O,-6.2,-6.252,-5.831,-5.822,-5.17,-5.786,-5.332,-5.705,-5.511,-5.354
81,CC=C(O)C(C=CC=CCC)CO,-5.966,-6.087,-5.523,-5.516,-5.23,-5.359,-5.239,-5.37,-5.361,-5.491
82,CC=CC(=S)C(O)=CC=O,-5.231,-5.139,-4.803,-5.204,-4.515,-5.173,-4.672,-4.774,-5.202,-5.0
83,C=C(C)CC(C)CC(=O)OC,-5.647,-5.882,-5.672,-5.464,-5.434,-5.647,-5.103,-4.955,-5.229,-5.205
84,C=CC1C=C=C2CCCOC(C)N21,-5.204,-5.204,-5.185,-4.995,-3.183,-4.216,-4.86,-4.427,-4.995,-4.857
85,C=Cc1oc(C)cnccc(C)c1C=C,-7.062,-6.308,-7.077,-5.459,-4.51,-3.842,-7.01,-3.936,-6.696,-6.821
86,CCCCC(C)C(C)O,-5.151,-5.554,-5.139,-4.896,-4.932,-5.15,-4.499,-4.899,-4.953,-4.863
87,C=C1CC(CCCC)(C(C)C)C(C)(C)C1C,-6.446,-3.408,-6.647,-6.513,-4.814,-3.708,-6.777,-4.905,-6.874,-7.208
88,CC=C(O)C=CC(O)CCO,-5.26,-5.6,-4.974,-5.093,-5.272,-4.892,-4.818,-5.034,-5.01,-5.037
89,CC1=C2CC3C2C(=O)N2C=C1C32,,,,,,,,,,
90,C=CCCCCCC(C)C(C)N,-6.131,-6.017,-5.473,-5.466,-5.216,-5.305,-5.093,-5.277,-5.393,-5.706
91,CCOCC(C)C,-4.138,-4.267,-4.002,-4.127,-4.351,-4.351,-3.806,-3.856,-3.937,-3.867
92,C=C(C)CC(=C)C(C)(C)O,-5.659,-5.85,-5.624,-5.493,-5.062,-6.064,-5.097,-5.121,-5.29,-5.293
93,C=CC1(CC)CC(=CC)O1,-5.566,-5.386,-5.34,-5.186,-5.42,-5.635,-4.967,-5.091,-5.129,-5.071
94,CCSCC(CC)=C(O)C=C(C)C,-5.96,-5.816,-5.626,-5.621,-4.819,-5.095,-5.34,-5.019,-5.456,-5.268
95,CCC=C(C)OCC,-4.494,-4.517,-4.394,-4.421,-4.503,-4.581,-4.132,-4.158,-4.252,-4.19
96,CCC=CCN=C=C(OC)C(=O)CC,-5.83,-6.115,-5.661,-5.589,-4.979,-5.606,-5.27,-5.244,-5.459,-5.296
97,CC=CC(C=COC)CC,-4.967,-5.301,-5.116,-5.036,-4.939,-4.9,-4.874,-4.41,-4.609,-4.812
98,C=[SH]CC1C(=O)C(C)=CCOC1CC,-4.48,-4.432,-4.615,-4.891,-3.674,-3.774,-4.487,-3.881,-4.431,-4.455
99,CCC=C(C)CC1(O)CCC1C,-6.286,-6.604,-6.162,-6.105,-5.07,-4.941,-5.363,-5.709,-5.78,-5.647
100,C=C(C=C1C=C(N)C1)C(=C)C(=O)O,-6.755,-6.89,-6.411,-6.216,-6.385,-5.847,-5.774,-5.708,-5.926,-6.58
101,C=C(CC(C=O)C(C)C(C)C)C(C)=O,-6.698,-6.67,-6.953,-6.581,-5.062,-5.774,-6.046,-5.41,-6.058,-6.006
102,C=CC=CC(C)(O)CC(CC)C(S)=C=CC,-6.091,-6.189,-6.475,-5.61,-3.846,-5.133,-5.7,-4.676,-5.647,-5.914
103,CCC(CC)C(=O)C(C)C(C)C,-6.131,-6.096,-5.972,-5.869,-4.832,-6.016,-5.34,-5.255,-5.589,-5.52
104,CCC=C(OC)C(=S)OC,-4.808,-5.084,-4.358,-4.69,-4.169,-4.787,-4.276,-4.242,-4.428,-4.309
105,C=CC=CCC(CC)OC=CCO,-5.335,-6.1,-5.557,-5.356,-5.353,-5.357,-4.86,-5.152,-5.074,-5.405
106,C=CC=C=CC=C(C)C=CCC,-5.928,-6.195,-5.37,-5.294,-5.285,-5.435,-4.81,-4.598,-5.146,-5.131
107,C=C(C)COC1=CC(=O)C=CCC=C1,-4.873,-5.287,-4.745,-4.724,-3.543,-4.269,-4.48,-4.22,-4.638,-4.628
108,CCCC(C)C(C)C(C)OC,-5.425,-5.772,-5.412,-5.369,-4.805,-5.318,-4.955,-5.005,-5.156,-5.19
109,C=C(O)C(C)=CC=COC(C)OCC,-5.92,-6.462,-6.023,-5.43,-5.125,-5.839,-5.478,-5.279,-5.561,-5.781
110,C=C(C)CC(O)CC(C)CC,-5.732,-5.902,-5.489,-5.527,-5.015,-5.364,-4.902,-4.799,-5.567,-5.475
111,C=CC1=C(C)C=C=CC=COCC(C)C=C1,-4.953,-4.654,-5.219,-5.304,-3.063,-3.925,-4.855,-3.338,-4.734,-4.926
112,CCC1CC2(C)CC(S)C12O,-5.415,-5.229,-5.905,-5.385,-4.538,-4.691,-5.296,-5.248,-5.684,-5.452
113,CC=C(C)SC(=O)CCC,-5.353,-5.446,-4.823,-5.23,-4.609,-4.787,-4.422,-4.676,-4.837,-4.837
114,C=C(CCC)OC(C)OC1CC1CC,-5.885,-6.413,-6.212,-6.043,-5.661,-5.755,-5.598,-5.253,-5.578,-5.727
115,CCCC(S)C(=CC=CO)C(C)C,-5.777,-5.323,-5.667,-5.597,-4.781,-5.117,-5.233,-5.045,-5.414,-5.649
116,CC=C=C=CC(C=CC)=CCO,-5.896,-5.639,-5.51,-5.436,-5.466,-5.323,-5.296,-5.008,-5.341,-5.373
117,C=CC=C(S)CCCC,-4.51,-4.933,-4.591,-4.565,-4.532,-4.36,-4.38,-4.099,-4.431,-4.365
118,CCCCCCC=CSC,-4.76,-5.039,-4.623,-4.54,-4.545,-4.337,-4.18,-4.613,-4.561,-4.497
119,CCCOC=C(C)S,-4.059,-4.374,-3.906,-4.052,-3.677,-4.215,-3.899,-3.918,-4.008,-3.916
120,CCCC(CC)CN,-4.838,-4.928,-4.5,-4.603,-4.723,-4.619,-4.392,-4.514,-4.52,-4.469
121,CC=C(C)SC(=O)CC,-4.971,-5.091,-4.878,-4.787,-4.639,-4.893,-4.296,-4.78,-4.621,-4.639
122,CCCC(O)CO,-4.655,-4.867,-4.176,-4.117,-4.026,-4.304,-3.849,-4.177,-4.44,-4.267
123,CCC1=CCC([Na])CCCC1,,,,,,,,,,
124,COC=C(C)N1OC1O,-4.883,-4.911,-4.365,-4.481,-4.041,-4.478,-4.463,-4.598,-4.863,-4.301
125,CC=C([CH-]CC)OCC,-4.691,-4.959,-4.648,-4.611,-4.801,-4.729,-4.331,-4.433,-4.47,-4.421
126,CCCC(=O)C(OO)=C1OC=CC=C1CC,-7.496,-6.763,-6.997,-6.299,-5.272,-5.975,-6.403,-6.084,-6.658,-6.705
127,C=C(CC)CCCCCC,-5.438,-5.549,-5.087,-4.882,-5.267,-4.788,-4.67,-4.532,-4.625,-4.944
128,CC(C)=CCC(=O)CCC(=O)C(C)C,-6.598,-6.816,-6.542,-6.25,-5.215,-5.956,-5.8,-5.323,-5.973,-5.871
129,CCCS(C)(C=C(C)C(=O)OC)C(C)CC,-5.975,-5.502,-6.31,-5.729,-3.887,-4.713,-5.962,-4.926,-5.763,-5.891
130,C=C(C)C1NSC=C1C(C)OC,-5.554,-5.44,-5.632,-5.352,-4.793,-5.068,-5.297,-4.868,-5.568,-5.396
131,CC1=C=CC(C)CC1C1=C(C)CC=NC=CC1,-5.639,-5.039,-6.269,-5.827,-4.095,-4.653,-5.898,-3.362,-5.904,-5.969
132,CC(O)=CC=CCCC1CC(C)C1,-6.559,-7.094,-6.49,-6.196,-5.38,-5.559,-5.792,-5.385,-5.853,-6.058
133,CCCCC1=C=C(C=O)O1,-5.357,-5.632,-5.369,-5.662,-4.947,-4.913,-4.911,-4.982,-4.983,-5.032
134,CCC(C)C(CS)C(C)C,-5.064,-4.734,-5.047,-4.889,-4.148,-4.779,-4.547,-4.35,-4.673,-4.843
135,C=CC(CC)C(CCC)CCC(C)C,-6.157,-5.915,-6.345,-5.799,-5.01,-6.031,-5.708,-4.966,-5.876,-5.845
136,CCC(C)=CC(C)CC(C)C,-5.718,-5.987,-5.907,-5.773,-5.681,-5.251,-5.36,-5.052,-5.101,-5.74
137,CCC=CCCCCC,-4.887,-5.359,-4.698,-4.412,-4.938,-4.363,-4.579,-4.798,-4.444,-4.243
138,C=CC=C(CN(C)CC=CC)C(C)=O,-6.024,-6.177,-5.65,-5.766,-4.194,-5.431,-5.388,-5.344,-5.538,-5.416
139,C=CC1=C(CC)CC(C=C)C(=O)C=CC=C1OC,-5.015,-4.798,-5.672,-4.104,-1.209,-4.096,-5.361,-4.248,-5.292,-5.247
140,C=CC(CCC(C)=O)=C(CC)C(C)C,-6.335,-6.164,-6.748,-6.109,-5.127,-5.699,-6.045,-4.938,-5.889,-6.269
141,C[C]C=C(C)C=CC,-4.916,-5.027,-4.785,-4.784,-4.923,-4.98,-4.606,-4.456,-4.312,-4.791
142,C=CC=C(C=C)C(C)OC,-5.23,-5.137,-5.262,-5.302,-4.921,-5.027,-4.682,-4.654,-4.981,-4.812
143,CCC=CC(C)CC(=O)C(OC)C(C)=O,-6.583,-6.575,-6.254,-6.215,-4.949,-5.662,-5.937,-5.819,-5.857,-5.999
144,CC1N=C2C=C3CCC([N-]1)C31C=C2O1,,,,,,,,,,
145,C=CC(=O)C(CC)=NCC,-5.275,-5.361,-5.134,-4.94,-4.951,-5.202,-4.637,-4.935,-4.893,-4.831
146,CC=CC(C)(C)C(=O)CC,-5.404,-5.576,-5.486,-5.252,-4.899,-5.753,-4.745,-5.095,-5.08,-5.18
147,C=C1C=CC=C(O)C(C)C=C1,-4.839,-4.777,-4.274,-4.49,-3.972,-4.312,-4.059,-4.259,-4.349,-4.298
148,CC=[SH]CC1=S(NC)CC[SH]1C,-5.136,-4.415,-5.067,-4.617,-3.264,-3.604,-4.523,-4.217,-4.882,-4.866
149,C=C1CCCC(N)C1,-5.517,-5.511,-5.022,-5.263,-4.73,-5.195,-4.937,-5.004,-5.07,-5.049
150,CC=C(O)C1(C)CC1=C(C)C,-6.015,-6.116,-5.868,-5.774,-4.977,-6.301,-5.459,-5.658,-5.791,-6.005
151,C=C(C)C=C1C(=CC)C=CCCCC1C1=CC1,-5.629,-4.766,-5.628,-4.5,-3.447,-3.544,-5.556,-3.68,-5.376,-5.469
152,C=CC(C)(CC)C(C)=C(C)O,-6.026,-5.46,-6.06,-5.596,-5.161,-5.628,-5.139,-5.089,-5.552,-5.617
153,CCC(CC)CC=CC=C(N)CC=O,-5.911,-6.276,-5.867,-5.682,-4.872,-5.409,-5.45,-5.302,-5.593,-5.705
154,CCCCC(C(C)C)N(CC)C(=O)CC,-6.027,-5.781,-5.933,-5.679,-4.481,-5.666,-5.684,-5.454,-5.678,-6.024
155,CC=C(C)C(=COC)CC,-5.083,-5.497,-5.005,-5.203,-5.096,-5.266,-4.747,-4.621,-4.809,-4.999
156,CCC1=C(C=[S]S)C1,-4.338,-4.595,-4.323,-4.359,-4.279,-4.139,-4.271,-3.934,-4.085,-4.313
157,CCCC(C)SC1C=C1C,-5.11,-5.547,-5.197,-5.329,-4.483,-5.096,-4.761,-4.667,-5.116,-4.814
158,CCCCCOC,-4.25,-4.429,-3.934,-3.859,-3.939,-4.245,-3.714,-3.722,-3.815,-3.918
159,C=C(CC=O)CCCCC,-5.386,-5.654,-5.328,-5.073,-5.039,-5.391,-4.839,-4.676,-4.961,-4.872
160,C=CC(C)=C=CCS,-4.315,-4.645,-4.163,-4.186,-4.409,-4.618,-4.009,-3.856,-4.067,-4.274
161,CC=CC1(O)OSC(=O)C1CC,-5.8,-6.105,-5.639,-5.897,-4.907,-4.823,-5.729,-5.706,-5.796,-6.297
162,CCCC(CCCO)C(C)C,-5.68,-5.273,-5.453,-5.374,-5.647,-5.116,-5.195,-4.724,-5.139,-5.483
163,CCCC(O)CCC(C)CC,-5.631,-5.685,-5.554,-5.041,-5.087,-5.074,-5.095,-4.845,-5.297,-5.186
164,CC(C=O)CCC=O,-4.601,-5.083,-4.645,-4.534,-4.655,-4.644,-4.249,-4.376,-4.294,-4.344
165,C=CC=C=C(C)C(=O)CC(C)O,-6.162,-6.184,-5.844,-5.685,-5.511,-5.8,-5.283,-5.689,-5.574,-5.452
166,CC(C)=C(C)C(CCS)CCC=O,-5.408,-5.381,-5.911,-5.683,-4.411,-5.054,-5.378,-4.561,-5.248,-5.519
167,CCC=C(OC)C(C)CC,-5.07,-5.248,-5.162,-4.951,-5.066,-5.355,-4.717,-4.792,-4.846,-4.867
168,C=C(C)C(=CC(=O)CCC)CC,-6.123,-5.735,-5.717,-5.721,-5.504,-5.836,-5.401,-5.245,-5.615,-5.557
169,CC(C)(C)CCC=O,-4.936,-4.965,-5.053,-4.506,-4.637,-4.781,-4.309,-4.177,-4.449,-4.548
170,C=CCC=CCCCC,-4.967,-5.363,-4.656,-4.522,-4.743,-4.739,-4.368,-4.851,-4.401,-4.616
171,C=CC=CC1=CC(=C(C)CC(C)=CC)C(C)=C1C,-8.084,-7.921,-7.402,-7.329,-4.794,-6.302,-7.772,-4.714,-6.828,-7.362
172,CCC(C)C(C)S,-4.205,-4.595,-3.954,-4.235,-4.116,-4.257,-3.849,-3.848,-3.981,-3.969
173,CCC1=CCCSCN1,-3.618,-3.915,-3.372,-3.662,-3.277,-3.321,-3.413,-3.863,-3.538,-3.456
174,C=CC=CC=C(CC)C(=C)C=CCC,-6.103,-6.389,-6.323,-5.807,-5.415,-5.682,-5.433,-5.494,-5.58,-5.666
175,CCC1=CSC(C(C)C)C(=O)C1,-6.397,-6.342,-6.466,-6.267,-4.819,-5.116,-5.659,-5.472,-6.028,-5.828
176,CCC(C=O)=COC,-4.611,-4.812,-4.309,-4.335,-4.351,-4.462,-4.284,-4.168,-4.227,-4.038
177,C=CC(C)=C(C)C(=O)CCC,-5.842,-5.86,-5.506,-5.936,-5.828,-5.531,-5.126,-5.132,-5.416,-5.562
178,CCC=C(S)C(C=CC=O)C(=O)OC,-5.881,-5.908,-5.826,-5.496,-4.541,-4.752,-5.244,-4.936,-5.195,-5.288
179,C=C(C)C(CC)CCCC(C)=CO,-6.308,-6.33,-6.051,-6.001,-5.723,-5.639,-5.447,-5.236,-5.562,-6.018
180,CCCC(C)CCC=O,-5.027,-5.35,-5.196,-4.861,-4.779,-5.22,-4.508,-4.41,-4.416,-4.993
181,C=CC1=CC2(C)C(C)CC2O1,-6.3,-5.636,-6.245,-6.111,-6.183,-5.972,-5.725,-5.449,-5.962,-5.998
182,C=C1C=C2CCC=CCC(=O)SCC2C1,-5.343,-5.265,-5.55,-5.353,-2.891,-2.37,-4.971,-3.788,-5.402,-5.447
183,CC=C=CCCCCCC,-5.328,-5.397,-4.835,-4.477,-4.858,-4.812,-4.826,-4.513,-4.576,-4.8
184,CCC(C)=CC(=O)OC(C)C(C)C,-6.397,-6.584,-5.97,-6.081,-5.441,-5.648,-5.453,-5.066,-6.065,-5.641
185,C=C1CC(C)C(=C)C(OCC)OC1C,-4.615,-4.918,-4.809,-4.48,-3.319,-4.538,-4.588,-4.154,-4.644,-4.328
186,CCc1cccoc1=NS,-5.266,-5.514,-5.102,-5.371,-5.291,-5.505,-4.986,-5.111,-4.938,-5.347
187,CCCCCC(=O)C[SH](C)N,-5.427,-5.514,-4.988,-5.123,-4.228,-4.649,-4.794,-5.022,-5.178,-5.175
188,C=CC=C(O)C(C=CC)=C(CC)CC,-6.183,-6.075,-6.153,-5.924,-4.793,-5.618,-5.493,-5.083,-5.901,-5.942
189,C=CC(=O)C(=C)C(=CC=C(C)C=O)C(=O)C=CC,-7.104,-7.232,-6.742,-6.833,-4.947,-6.289,-6.243,-6.036,-6.621,-6.509
190,CC=NC(O)C(C)CC1CC1C,-6.084,-6.243,-5.917,-5.986,-4.512,-5.311,-5.73,-5.741,-5.585,-6.127
191,C=CC(C)(CCCC)C(C=CC)=CCC,-6.383,-5.977,-6.453,-5.482,-4.819,-5.828,-5.712,-5.883,-5.725,-5.817
192,CC=C(CC)CCCOC,-4.997,-5.099,-5.069,-4.929,-4.928,-4.68,-4.406,-4.692,-4.557,-4.755
193,CC(C)=C=CC(C)=C(C)C=C1C=C1,-6.603,-6.739,-6.454,-6.298,-6.368,-5.79,-5.929,-5.327,-5.637,-5.809
194,CC=C(C)C[CH-]C(C)CC(C)C,-6.189,-6.474,-6.117,-5.778,-5.36,-5.739,-5.232,-5.451,-5.19,-5.445
195,CCNCC1C=CC1=O,-4.977,-5.45,-5.229,-4.893,-4.892,-5.251,-4.435,-4.957,-4.955,-4.463
