,SMILES,OR1L3,OR2G2,OR2J2,OR2M4,OR2T10,OR2T34,OR5AC2,OR10G3,OR10G4,OR10G7
196,C=CC(=O)C=C(C)C(=O)CC,-5.749,-6.207,-5.821,-5.568,-5.282,-5.803,-5.138,-5.534,-5.419,-5.181
197,CC12C=CCC(=C(O)CC1)C=C2,-4.113,-3.939,-3.878,-3.652,-2.79,-3.388,-3.824,-4.12,-3.954,-3.97
198,C=CC1(C)CS(C)(C)(C)(C)C1C,,,,,,,,,,
199,CC=C(C)CCS,-4.218,-4.274,-3.945,-3.971,-4.127,-4.27,-3.832,-3.687,-3.753,-3.804
200,C=C1C=C2C=C1CC2,,,,,,,,,,
201,CCOCC1=CC=CC1(C)C=O,-6.264,-6.403,-5.698,-5.903,-5.19,-5.998,-5.383,-5.532,-5.895,-5.52
202,C=CC=CC1=CCCC(C)OC(=O)C1,-5.382,-5.268,-5.063,-5.108,-4.268,-4.305,-4.56,-4.959,-4.598,-4.745
203,CCC(=O)COCC(C)C(C)=CC=C(C)N,-6.217,-7.118,-6.18,-6.478,-4.52,-6.318,-6.124,-5.488,-5.837,-6.123
204,COC(=O)C=C(C)C=C=O,-5.166,-5.422,-4.846,-5.046,-4.917,-5.233,-4.565,-4.837,-4.741,-4.478
205,C=C(CC)OC(CCC)COC,-5.112,-5.705,-5.11,-5.475,-4.421,-5.054,-4.687,-5.015,-5.067,-4.877
206,C=C(C)C(C)=[C-]C(S)=CC1=[SH]C=C1,-6.115,-5.978,-5.939,-5.608,-4.745,-5.387,-5.545,-4.229,-5.385,-5.523
207,CC(C)CN(C)C1(C)OC(C)S1,-5.619,-5.949,-5.582,-5.48,-4.08,-5.144,-5.224,-4.94,-5.504,-5.434
208,C=C(C=O)CC(C)(C)CC,-5.541,-5.867,-5.691,-5.276,-5.057,-5.737,-4.894,-5.017,-4.896,-5.132
209,CC=C(OCC)C(=CS)CC,-5.073,-4.896,-4.851,-4.567,-3.969,-4.671,-4.483,-4.405,-4.738,-4.681
210,CCC1(C)OC(C=CS)=C1O,-5.299,-5.449,-5.01,-5.202,-4.77,-5.077,-4.895,-4.697,-5.331,-4.758
211,CC=C=C=CC(=CC=C=C(C)CCC)C=C(C)CC,-7.405,-6.7,-7.025,-6.17,-4.21,-5.314,-6.241,-5.924,-5.937,-6.392
212,C=C(O)C=C1CC(=C)C=C1O,-6.464,-6.494,-6.078,-5.971,-5.67,-5.712,-5.831,-5.355,-6.123,-6.139
213,C=CC=CC(=C)C=C=CCC,-5.609,-6.083,-5.2,-5.193,-5.486,-5.393,-4.996,-4.486,-5.084,-5.192
214,CCC(=C=CCN)C(C)=O,-5.29,-5.077,-5.135,-5.015,-5.666,-4.901,-4.792,-4.851,-4.756,-4.848
215,CCC(=O)C(C=CNS)C(C)=O,-5.311,-5.354,-5.501,-5.431,-5.335,-5.608,-5.149,-5.476,-5.239,-4.919
216,CC=CC(C)C(S)=CCC,-4.912,-5.401,-5.171,-5.02,-4.466,-4.913,-4.725,-4.238,-4.532,-4.86
217,CCCCC=C(C)CCCC,-5.549,-5.906,-5.425,-5.097,-5.23,-5.149,-4.816,-4.697,-4.998,-5.059
218,CC(C)CC(=O)OC=O,-5.429,-5.284,-4.797,-5.299,-4.764,-5.102,-4.662,-4.55,-4.664,-4.597
219,O=[C]C1=C2OC3=[C-]C[SH]([C](C[C]1)C1=C3[C]=C1)C2=O,-3.18,0.036,-3.65,-2.198,-1.419,1.601,-5.2,-2.596,-4.578,-4.551
220,CC=CC=C(C)C(C(O)C=CC)C(C)OC,-6.375,-5.787,-6.417,-6.191,-4.525,-5.064,-5.848,-5.213,-5.655,-5.978
221,C=CCOCCC(=C)C(=C)C,-5.372,-5.861,-5.105,-5.276,-5.166,-5.687,-4.985,-4.645,-4.906,-5.01
222,C=CSC(=CC=O)N(C)C,-4.378,-4.623,-4.707,-4.574,-3.881,-4.201,-4.24,-4.062,-4.303,-4.107
223,CCC(CC)(CC)CS(C)(C)(C)(C)C,-5.285,-3.285,-5.678,-3.648,-2.88,-2.454,-5.517,-3.36,-5.115,-6.085
224,CCCC1CC(C(C)COC)C1,-5.786,-6.26,-5.624,-5.812,-4.106,-4.865,-5.439,-4.814,-5.462,-5.623
225,C[SH](S)CO,-3.193,-3.135,-2.87,-2.92,-2.768,-2.978,-2.837,-3.14,-3.107,-3.049
226,C=C(C)C(=CCCC(C)=O)OC=CC(=O)CC,-6.554,-7.317,-6.799,-6.332,-6.062,-6.524,-6.434,-5.935,-6.119,-6.437
227,C=C(C)C(C=CC=O)=CC,-5.324,-5.251,-5.521,-5.394,-5.323,-5.42,-5.103,-4.641,-4.86,-5.234
228,C=C(C)C(=CC)C(=O)CC=O,-5.828,-5.507,-5.603,-5.893,-5.903,-5.863,-5.099,-5.217,-5.433,-5.32
229,C=C1CC=CCOC(C(C)C)SC1,-4.309,-4.543,-4.723,-4.204,-2.819,-3.595,-4.179,-3.348,-4.456,-4.126
230,CC=CC[SH](C)C(C)C,-4.605,-4.874,-4.545,-4.643,-4.459,-4.544,-4.164,-4.324,-4.501,-4.463
231,C=C(C)CC(=O)CCC=C(C)C,-6.27,-6.491,-5.681,-5.887,-5.481,-5.565,-5.379,-5.304,-5.515,-5.317
232,C=C(C)C(=C)C=C(O)C=C(C)C,-6.297,-6.399,-5.832,-5.917,-5.4,-5.862,-5.624,-4.953,-5.824,-5.848
233,CC=C(C=C(C)O)CC,-5.37,-5.028,-5.159,-4.983,-4.954,-5.305,-4.615,-4.867,-4.786,-4.95
234,CCCCSC=O,-4.251,-4.383,-3.972,-3.908,-3.718,-4.045,-3.717,-3.859,-3.726,-3.749
235,C=CC(=CO)CCOC(C)CC,-5.424,-5.92,-5.213,-5.313,-5.164,-5.192,-5.197,-5.113,-4.961,-4.993
236,CCCC(C)CC(CCC)CCC,-5.907,-6.09,-5.94,-5.96,-5.396,-5.256,-5.454,-4.815,-5.438,-5.555
237,CC1=CCC(SS)C1=C(C)O,-5.374,-5.155,-5.511,-5.661,-4.523,-5.031,-5.214,-5.178,-5.653,-5.473
238,C=C(OCCC)C1=CC(OC)C=C1,-6.058,-6.561,-6.076,-5.845,-5.254,-5.239,-5.36,-5.889,-5.704,-5.614
239,C=CC(C=C)=CC1=CC=C1,-5.922,-5.658,-5.699,-5.533,-5.56,-5.769,-5.388,-5.052,-5.214,-5.602
240,C=CC=C=CC=CCCCC(C)C,-6.149,-6.49,-5.793,-5.36,-4.848,-5.413,-5.03,-5.307,-5.2,-5.314
241,C=C(C=CC)C(CC(C)OC)C(C)(C)CC,-6.225,-6.036,-6.875,-5.832,-4.342,-5.045,-6.235,-5.564,-6.104,-6.25
242,CCCCC(=O)C(C)C(C)C(C)C,-6.631,-6.589,-6.07,-5.91,-4.907,-6.159,-5.452,-5.827,-6.128,-5.6
243,CS123=C4COC5=C6C57C5C4(CO1)S621(C)C7C51O3,,,,,,,,,,
244,CC[SH]=C(C)C(=O)C(C)C,-5.221,-5.243,-4.985,-5.096,-4.448,-5.038,-4.618,-4.667,-4.923,-4.926
245,C=C(C)CC(C)(C)C1OCCOC1=O,-6.532,-7.026,-6.723,-6.172,-4.437,-5.608,-6.254,-5.488,-6.381,-6.439
246,CCC(C)C=C(O)C=CCOC(C)C,-5.96,-6.453,-5.829,-5.831,-4.703,-5.439,-5.333,-5.634,-5.894,-5.578
247,CC(C)OCCCCO,-4.531,-5.006,-4.743,-4.544,-4.593,-4.877,-3.991,-4.273,-4.481,-4.518
248,CCCC(C)C(CC(C)=O)OCCC=O,-5.888,-6.425,-6.111,-6.194,-4.632,-5.702,-5.624,-5.333,-5.492,-5.777
249,CCC1C(=O)C1(C)C=C(C)C,-5.969,-5.629,-5.931,-5.85,-5.803,-5.675,-5.593,-5.202,-5.591,-5.541
250,CC=C(C)C(C)=CC=C(C)C=O,-6.346,-6.338,-6.096,-6.033,-5.629,-5.975,-5.446,-5.058,-5.689,-5.594
251,C=CC(C)C=CCOC(C)C,-5.35,-5.761,-5.271,-5.182,-4.799,-5.204,-5.141,-4.858,-5.15,-5.29
252,CC=CSN(C)CC(C)C,-4.803,-5.019,-4.743,-4.635,-3.899,-4.645,-4.175,-4.236,-4.668,-4.364
253,CCCCNC(CC)CCC,-5.014,-5.441,-5.073,-4.947,-4.97,-5.215,-4.618,-4.726,-4.997,-4.91
254,C=CC(C)=C(C=O)CC,-5.292,-5.318,-5.085,-5.153,-5.339,-5.57,-4.675,-4.655,-4.734,-4.871
255,CCCC(=O)C(CC)CC(CC)CC,-6.154,-6.515,-6.315,-5.783,-5.109,-5.529,-5.648,-5.579,-5.711,-5.669
256,O=CC1=CCC2=C1C=C2,-5.915,-6.103,-5.809,-5.644,-5.62,-5.795,-5.233,-5.087,-5.224,-5.51
257,CC(C)C=CC=CCC(C)CC(C)C=S,-6.067,-7.06,-6.251,-5.824,-4.028,-5.813,-5.611,-4.888,-5.692,-6.025
258,CCCC[C]CCC(C)C,-5.364,-5.765,-5.094,-5.186,-5.527,-4.929,-4.697,-5.059,-4.796,-4.851
259,CC=CC(=CCCC(C)=O)C(C)=O,-6.186,-6.763,-5.999,-5.982,-5.705,-5.92,-5.521,-5.413,-5.597,-5.714
260,CCCC(C)C(=S)C(CC)CCC,-5.974,-5.664,-6.032,-5.711,-4.544,-4.976,-5.18,-4.946,-5.273,-5.431
261,CCC(CC(C)O)C(=O)C(C)C,-5.872,-5.788,-6.053,-5.824,-5.115,-5.543,-5.486,-5.641,-5.657,-5.767
262,CC1C=CC1C(S)CN,-5.41,-5.063,-4.762,-4.806,-4.447,-4.664,-4.847,-4.585,-4.999,-4.878
263,CCC=C(C)NCCCCC,-5.302,-5.555,-5.262,-5.053,-4.814,-5.255,-5.033,-4.57,-4.909,-4.729
264,C=C(C)C=C(C=CC)C1=CC=C(C)CC1=C,-7.558,-7.295,-7.988,-6.921,-5.609,-6.017,-7.291,-6.079,-7.0,-7.159
265,CC1=CN=C(C)SC(=O)CC1,-4.367,-4.535,-3.896,-4.427,-3.097,-3.817,-3.943,-4.108,-4.569,-3.902
266,C=CC(CC)C(C)=C(C)O,-5.698,-5.195,-5.735,-5.706,-5.641,-5.765,-4.922,-5.296,-5.238,-5.434
267,C=CCOC(C)C=C(S)C=C,-4.862,-5.394,-4.912,-4.757,-4.223,-5.101,-4.645,-4.744,-4.697,-4.498
268,CC=CC(=CC)[SH]=O,-4.674,-4.796,-4.573,-4.569,-4.558,-4.683,-4.179,-4.16,-4.309,-4.261
269,C=CCC=CCOC(C)C(C)CC,-5.948,-6.238,-5.734,-5.56,-4.842,-5.624,-5.054,-5.08,-5.421,-5.285
270,CCC1(C)CC(C=O)CCC=C2CCCCC1CC2,-2.675,-1.85,-4.113,-2.646,3.805,-0.601,-4.923,-2.713,-4.416,-4.624
271,CCC=C(C=C=CC(CC)CC)CC(C)C,-6.816,-6.819,-6.724,-6.562,-4.454,-5.798,-6.042,-4.847,-5.919,-6.102
272,COCC(C)=CC(=O)C=O,-4.916,-5.691,-5.164,-4.994,-4.613,-5.11,-4.64,-4.777,-4.996,-4.545
273,CC1SC2([OH2+])CC2(C)C2=CC3(C=CCC3=O)C1(C)C2,-4.929,-2.117,-5.567,-3.627,7.068,1.843,-6.927,0.068,-6.633,-7.202
274,C=C(OC(C)CS)C(C)CC,-5.111,-5.384,-5.08,-5.236,-4.496,-4.646,-4.633,-4.606,-4.873,-4.838
275,CCCCCC(CC)CC=CO,-5.753,-5.759,-5.612,-5.324,-5.409,-5.285,-5.097,-5.124,-5.112,-5.574
276,CCOC=C(C)CS,-3.992,-4.343,-4.014,-4.165,-3.956,-4.119,-3.722,-3.862,-4.06,-3.798
277,C=C(C)COC(=C)CCCC,-5.453,-5.626,-5.176,-5.392,-4.583,-5.424,-4.613,-4.8,-5.171,-4.827
278,C=C(O)C(C)=C(C)CC1CCC1CC,-7.18,-6.616,-7.071,-6.286,-5.33,-6.192,-6.167,-5.419,-6.187,-6.694
279,C=C(OCN)C(C)=CC=C(C)C,-6.066,-6.045,-5.748,-6.0,-5.261,-5.476,-5.373,-5.202,-5.659,-5.761
280,CC=CN=CCOCC(C)C=CC,-5.457,-5.772,-5.171,-5.075,-4.7,-5.381,-5.219,-5.021,-5.09,-5.046
281,CCSC(C)=CF,-3.893,-3.993,-3.59,-3.804,-4.095,-4.13,-3.386,-3.657,-3.707,-3.632
282,C=CC=CC=CCC(=O)C(C)C,-5.872,-6.311,-5.644,-5.608,-5.136,-5.42,-5.223,-5.033,-5.419,-5.638
283,C=CCS(O)(Cl)CC(C)=CCC,-5.613,-5.732,-5.481,-5.353,-4.271,-4.936,-4.958,-5.858,-5.163,-5.388
284,C=C(C)C(=C)C=CCOCC(C)C,-5.826,-6.526,-5.972,-6.02,-5.212,-6.026,-5.158,-5.148,-5.648,-5.833
285,CC1=C(C2=CCC2)C(=O)O1,-6.023,-5.87,-5.698,-5.868,-5.294,-6.092,-5.426,-5.938,-5.874,-5.681
286,C=C=CC(=CC=COC=CCCC)CC,-5.889,-6.314,-5.931,-5.521,-4.347,-5.571,-5.23,-5.28,-5.759,-5.576
287,C=C(CC)CC(CC(C)C)C(C)C,-6.086,-5.93,-6.276,-6.046,-4.579,-5.71,-5.884,-5.089,-5.779,-6.121
288,C=CC=C(CC=CC)C1=CC=C1,-6.426,-5.932,-5.965,-5.918,-5.731,-5.778,-5.651,-5.254,-5.414,-5.606
289,CC=CCCOCOCCCC=O,-5.368,-5.764,-5.438,-4.992,-4.428,-5.069,-5.002,-4.754,-4.811,-4.868
290,C=CCC(C)C(C)CC,-5.419,-5.245,-5.091,-5.226,-5.018,-5.314,-4.761,-4.599,-4.74,-4.859
291,[C]=C(S)OCC=C(C)C(=O)O,-5.218,-6.029,-4.954,-5.324,-4.552,-4.847,-4.653,-4.789,-4.998,-4.817
292,CC=CC=C(OC(C)C)C(=O)CC,-5.904,-5.77,-5.761,-5.756,-4.796,-5.714,-5.338,-5.727,-5.576,-5.342
293,C=C=CC(C)=C(C=CC)C=CC=C,-6.236,-6.085,-5.878,-5.75,-5.835,-5.544,-5.533,-5.03,-5.664,-5.811
294,COC(C)CCCCCOC=S,-5.197,-5.544,-5.019,-4.745,-4.063,-4.495,-4.484,-4.754,-4.695,-4.691
295,C=C(C)C=CC(C)=C=O,-5.36,-5.471,-4.831,-5.002,-5.067,-5.412,-4.686,-4.555,-4.908,-4.83
296,C=CC=C(CC)OC(C)OC,-4.997,-5.415,-5.103,-5.191,-4.69,-5.25,-4.788,-4.891,-4.959,-4.849
297,CC=CC=CSC(C)=CC,-4.935,-5.383,-4.791,-4.777,-4.557,-4.52,-4.281,-4.131,-4.745,-4.645
298,C=CC1=C(O)C=CC=CC1=CC,-4.779,-4.377,-4.381,-4.516,-3.585,-3.641,-4.262,-4.394,-4.843,-5.092
299,C1C23C4=C5OC67[C]8[C]9C6%10C76C8=C7C5(C4%106)S9745C2C14C35,,,,,,,,,,
300,C=C(C)C(CCCC)(CC(C)=CC)C1=CC=C=C(C)O1,-6.642,-4.181,-7.639,-4.928,-4.559,-4.719,-6.894,-5.759,-7.036,-7.36
301,C=CC=CCC(CCC)CCCC,-5.625,-5.895,-5.774,-5.504,-5.012,-5.206,-5.125,-5.233,-5.269,-5.522
302,CCC=C1CCCCC(C)(O)O1,-4.398,-4.552,-4.385,-4.6,-3.332,-3.313,-4.203,-4.448,-4.418,-4.405
303,CC=C1CC2OC2CC1(C)O,-6.064,-5.919,-6.169,-5.863,-4.948,-5.306,-5.45,-5.826,-5.571,-5.698
304,C=CSC(=C)C(C)(O)C=C,-5.25,-5.053,-4.979,-5.137,-4.325,-5.006,-4.638,-4.908,-4.949,-4.956
305,CCCCCCCSC,-4.584,-4.824,-4.401,-4.306,-4.111,-4.04,-4.127,-4.151,-4.291,-4.095
306,C=C1OC(CCC)=C=C1CC,-5.989,-6.3,-5.845,-5.812,-5.644,-5.475,-5.735,-5.438,-5.858,-5.784
307,COC1=CCC=COC=CC1,-3.813,-4.109,-3.811,-4.032,-3.007,-3.55,-3.537,-3.758,-3.84,-3.92
308,C=CCCC1CC1C,-4.72,-5.276,-4.717,-4.768,-4.94,-4.981,-4.644,-4.531,-4.515,-4.746
309,CC(C)=CCC(C)C=CC=O,-5.77,-5.836,-5.69,-5.446,-5.113,-5.162,-5.345,-4.857,-5.279,-5.498
310,C=C(C)C(C)=C(CCC)OC=CC,-5.637,-5.733,-5.809,-5.914,-4.677,-6.23,-5.322,-5.277,-5.347,-5.852
311,CCCC(C)=CCC(C)C,-5.45,-5.905,-5.273,-5.325,-5.097,-5.063,-5.311,-4.627,-4.89,-4.89
312,CCC1(C)CC1=CC=CCOC,-5.832,-6.47,-5.7,-5.657,-5.581,-5.724,-5.488,-5.083,-5.532,-5.812
313,CC=CC(C)(C)CSO,-5.177,-5.144,-4.822,-4.768,-4.56,-4.903,-4.52,-4.429,-4.829,-4.838
314,CC=COC(C)=CC(OC)OC=O,-5.28,-5.661,-5.509,-5.792,-4.756,-5.36,-5.124,-5.119,-5.192,-4.911
315,CCCCC=C(C)C=CC=CC(C)CC(C)C,-6.737,-7.103,-6.894,-6.121,-4.509,-6.303,-6.11,-5.174,-6.305,-6.231
316,CCCC=CC=CCCC(C)COC,-5.68,-6.428,-5.83,-5.693,-4.614,-5.382,-5.129,-4.935,-5.543,-5.666
317,CCC=CC(=CO)CCC,-5.268,-5.56,-5.078,-5.025,-4.905,-5.035,-4.77,-4.513,-5.097,-4.883
318,C=C(C)C=CCCC(C)CCC,-6.042,-6.52,-5.947,-5.496,-5.12,-5.335,-4.973,-5.366,-5.323,-5.472
319,C=C(CC)CCCCCCC(C)C,-6.343,-6.642,-6.067,-5.797,-5.087,-5.608,-4.97,-5.452,-5.606,-5.532
320,C=CCN(C)C(=CC1=CC=C1)C(C)=O,-6.329,-6.424,-6.129,-6.136,-5.708,-5.587,-5.645,-6.223,-5.828,-5.972
321,CC=CC1(O)CC1=CC,-5.253,-5.294,-5.405,-5.123,-5.16,-5.247,-4.858,-4.804,-5.239,-4.991
322,C=CCC(C)(CC=CC)C(C)(C)CCC,-6.567,-5.807,-6.742,-5.795,-4.403,-5.488,-5.769,-5.038,-5.743,-6.012
323,C=C(C)OOCC(CC)CCC,-5.647,-6.007,-5.393,-5.505,-4.866,-5.711,-5.336,-5.029,-5.228,-5.086
324,CCOCSSCC,-3.947,-4.165,-3.881,-3.753,-3.245,-3.649,-3.897,-3.929,-3.803,-3.669
325,C=C(C)C(C)=C=C1C=CC=C(OC)C1(C)O,-7.347,-6.841,-7.423,-6.772,-5.36,-4.858,-6.806,-4.923,-6.782,-7.162
326,C=CC(=CC)C(=C)CC,-5.305,-5.252,-5.192,-5.106,-5.384,-5.605,-4.924,-4.618,-4.652,-5.036
327,C=C(C)OC(=O)C(=CCCCC)CC,-6.159,-6.367,-5.965,-6.154,-5.555,-5.691,-5.671,-5.556,-5.818,-5.569
